text,is_recruitment,cat_reason,source_file,label,source
":round_pushpin: 319 Nguyễn Tri Phương, Đà Nẵng
:alarm_clock: Thời gian làm việc : 12h00 – 24h00. Ca 15-22h, ca 16-23h ,ca 16-24h, ca 17-24h . Full ca 13h-24h
:bulb: Có hỗ trợ xoay ca linh hoạt theo lịch học/làm
:money_with_wings: Lương: 20.000 – 25.000đ/giờ + phụ cấp ăn ca  (600-900k -1200k)+ thưởng. Lễ x2 lương
⸻
:white_check_mark: YÊU CẦU:
 • Nam/Nữ từ 18 tuổi
 • Nhanh nhẹn, siêng năng, thật thà
 • Ưu tiên làm việc từ 6 tháng trở lên
 • Không yêu cầu kinh nghiệm – sẽ được đào tạo khi nhận việc
⸻
:gift: QUYỀN LỢI:
 • Bao ăn trong ca
 • Lương chuyển khoản đúng hạn
 • Làm tốt có thưởng + xét tăng lương, và có thưởng tháng lương 13
 • Có đóng bảo hiểm theo quy định nếu làm lâu dài
 • Môi trường trẻ trung, vui vẻ, hỗ trợ lẫn nhau
⸻
:point_right: ỨNG TUYỂN NGAY:
:telephone_receiver: Mr. Quý – 0905 745 386
:round_pushpin: Ghé quán phỏng vấn trực tiếp từ 16h mỗi ngày
:stop_sign: Tuyển gấp – ưu tiên bạn đăng ký sớm!",1,"Tin đăng có thông tin tuyển dụng rõ ràng: yêu cầu, quyền lợi, cách ứng tuyển.",content3_step1.csv,,
"Senior/ Cost Accountant
PHÚC LỢI Laptop Chế độ bảo hiểm Du Lịch Phụ cấp Xe đưa đón Đồng phục Chế độ thưởng Đào tạo Tăng lương Nghỉ phép năm MÔ TẢ CÔNG VIỆC The Cost Accountant will report to the site Finance Mgr with a dotted line to the Cost Accounting Mgr. This position is responsible for ensuring that the standard cost of inventory for Material, Labor and Mfg Burden has been properly determined based upon the company’s established Inventory valuation policies. In addition, this position is responsibie for the periodic update of the standard costs for the inventory of all sites assigned. This position is responsible to ensure that all new inventory items (NPI’s – New Product Introductions) have been properly costed so that timely reporting of Cost of Sales can be determined in conjunction with the month end close schedule. This position is expected to work with Engineering and Sales (Quoting team) to ensure both BOM’s and MoM’s properly reflect accurate cost of an inventory item. This position is responsible to provide analysis on both Contribution Margin and Gross Profit Margin by both Verticals and Product Groups and to present their findings to the site Finance Mgr so that actionable decisions can be made to help improve profitability. This position is also responsible to assist in the budgeting process and ad-hoc reporting/projects for Strategic Business Units. Ad-hoc reporting and projects include data gathering, manipulation, summarization and analysis of financial and non-financial data identifying trends and opportunities. Key Responsibilities (but not limited to): Maintain and/or update of accurate standard cost in the Company’s ERP system. Develop into an expert on the Inventory Module within the ERP system and to understand fully the transactions flow of the valuaton of inventory, related cost of sales and quanties on hand. Ensure that inventory reserve policies are properly adhered to for all sites. Enforce proper accounting policies and methods in accordance with GAAP/IFRS for inventory related accounts. Responsible to respond to all audit requests when it comes to the valuation and costing of inventory. Periodlcally review and obtain approval form Cost Accouting Mgr. before update of standard labor and burden rates Timely preparation and presentation of Weekly, Monthly and Quarterly reporting in addition to Ad-hoc projects related to Valuaton of Inventory and Contribution Margin by Veritcal and Product Groups. Hands-on participation preparing financial reports for key stakeholders (Board of Directors, Lenders, etc.) Collaborate across functional departments to drive continuous improvements in reporting, budgeting, and analysis processes. Conduct ad-hoc special projects to assist management in understanding business performance/processes. YÊU CẦU CÔNG VIỆC Essential Skills: Deep understanding of of costing and valuation of inventory in a Mfg environment. Ability to work effectively with management and part of a team to meet targets. Strong attention to detail. High-level math skills and the ability to translate mathematical information into concise reports. Very Strong Excel skills – able to use tools and shortcuts to work efficiently and effectively within Excel. Epicor experience a plus Excellent analytical and critical thinking skills – able to analyze and solve problems. Knowledge of Accounting and Financial principles. Database experience a plus but not required. Ability to effectively communicate with other departments. Manufacturing experience in Plastic & metal. Able to work with minimal supervision Effective verbal and written communication skills. Should have sound practical judgment of priorities Self-motivated, resourceful, and detailed-oriented, dead line driven Qualifications: Bachelor’s degree in Accounting of Finance 5+ years in accounting or finance. ĐỊA ĐIỂM LÀM VIỆC Bình Dương Binh Duong Industrial Park By Frasers Property, Phường Hòa Phú, Thành Phố Thủ Dầu Một, Tỉnh Bình Dương THÔNG TIN KHÁC Bằng cấp: Đại học Độ tuổi: 27 - 50 Lương: 20 Tr - 40 Tr VND GỢI Ý HỒ SƠ Thiết kế CV Ứng Tuyển",1,,data_viet.csv,1.0,https://careerviet.vn/vi/tim-viec-lam/senior-cost-accountant.35C5C785.html
"Cần Tìm 1 bạn nữ làm việc lâu dài tại tiệm bánh kem ở tp Vinh , làm từ 13h đến 21h , Lương 22k/1h . Liên hệ: 0766762999",1,Tin đăng tìm người làm việc tại tiệm bánh kem.,content1_step1.csv,,
"Cần tuyển 1 nữ bán xe cf mang đi
Giờ: 6:00 - 11:00
Số lượng: 1 người
Lương : 20k/h ( có thưởng chuyên cần)
Liên hệ zalo : 0919.147.228",1,Tin tuyển dụng nhân viên bán xe cf.,content3_step1.csv,,
tìm nam ở ghép phòng 5tr 3 người hiện tại có 2 người đường trần cao vân,0,Tin tìm phòng trọ (người thuê tìm phòng),content3_step1.csv,,
"Mình cần tuyển 1 bạn nữ làm việc ở chợ đêm An Thượng
Lương :20k/h
Time :17h-24h
Địa điểm : đối diện 83 Trần Bạch Đằng
Công việc : phụ bán hàng
Yêu cầu tiếng anh cơ bản
Độ tuổi : dưới 25t",1,,facebook.csv,1.0,facebook.com
":fire: TUYỂN CTV SALE BĐS – LÀM LINH HOẠT, THU NHẬP THEO DEAL :fire:
• Nguồn hàng có sẵn, thông tin đầy đủ.
• Không cần kinh nghiệm, được hướng dẫn từng bước.
• Không bắt buộc lên văn phòng, thời gian làm tự do.
• Môi trường chuyên nghiệp.
• Chốt được nhà là có :moneybag: ngay.
Quan tâm ib em để trao đổi nhanh! :speech_balloon:
:calling: 033 8899 893",1,"Tin tuyển CTV bán hàng BĐS, mô tả công việc và điều kiện làm việc.",content3_step1.csv,,
"Nhân viên Đảm bảo Chất lượng Quy trình - PQA
PHÚC LỢI Laptop Chế độ bảo hiểm Du Lịch Phụ cấp Chế độ thưởng Chăm sóc sức khỏe Đào tạo Tăng lương Nghỉ phép năm MÔ TẢ CÔNG VIỆC Giám sát, đánh giá việc thực hiện các quy trình kiểm soát chất lượng tại phòng xét nghiệm theo tiêu chuẩn ISO 15189, GLP, GMP. Xây dựng, cập nhật và cải tiến quy trình đảm bảo chất lượng (SOP – Standard Operating Procedures) phù hợp với yêu cầu pháp lý và tiêu chuẩn ngành. Kiểm tra, giám sát việc tuân thủ quy trình vận hành của nhân sự tại phòng xét nghiệm và các bộ phận liên quan. Thực hiện các hoạt động đánh giá nội bộ, báo cáo và đề xuất giải pháp cải tiến nhằm nâng cao chất lượng xét nghiệm. Phối hợp với các bộ phận để đảm bảo hồ sơ, tài liệu kiểm soát chất lượng được cập nhật đầy đủ và chính xác. Hỗ trợ đào tạo nhân viên về quy trình, tiêu chuẩn chất lượng và các yêu cầu tuân thủ. Phối hợp với bộ phận R&D để đảm bảo các phương pháp xét nghiệm được thẩm định và kiểm soát theo đúng quy định. Theo dõi, ghi nhận và báo cáo các sự cố chất lượng, đề xuất phương án khắc phục và phòng ngừa. YÊU CẦU CÔNG VIỆC Tốt nghiệp đại học chuyên ngành Sinh học, Công nghệ sinh học, Hóa sinh, Kỹ thuật xét nghiệm y học hoặc các ngành liên quan. Có ít nhất 2-3 năm kinh nghiệm trong lĩnh vực Đảm bảo chất lượng (QA) tại phòng xét nghiệm, bệnh viện hoặc công ty sản xuất thiết bị y tế, dược phẩm. Am hiểu các tiêu chuẩn chất lượng như ISO 15189, ISO 17025, GMP, GLP là một lợi thế. Có kỹ năng quan sát, phân tích và giải quyết vấn đề tốt. Cẩn thận, tỉ mỉ, có tinh thần trách nhiệm cao. Kỹ năng làm việc nhóm, giao tiếp tốt để phối hợp với các phòng ban. Ưu tiên ứng viên có kinh nghiệm làm việc trong lĩnh vực xét nghiệm di truyền, sinh học phân tử. Quyền lợi: · Thu nhập hấp dẫn theo năng lực làm việc · Thưởng lương tháng 13, thưởng hiệu quả kinh doanh cuối năm · Thưởng và quà tặng các ngày lễ, Tết, sinh nhật, 01/6, trung thu,.... · Đánh giá và xét tăng lương định kỳ hàng năm · Được đào tạo bài bản về kiến thức xét nghiệm di truyền · Các chế độ khám sức khỏe và xét nghiệm cho bản thân va gia đình · Tham gia các chương trình du lịch hàng năm, sự kiện hàng tháng · Làm việc trong môi trường thân thiện, năng động, chuyên nghiệp · Các chế độ khác: BHXH, nghỉ phép,... theo quy định của nhà nước. ĐỊA ĐIỂM LÀM VIỆC Hà Nội Khu văn phòng, Văn Phú Victoria, Hà Đông THÔNG TIN KHÁC Bằng cấp: Đại học Độ tuổi: 22 - 40 Lương: Cạnh tranh GỢI Ý HỒ SƠ Thiết kế CV Ứng Tuyển",1,,data_viet.csv,1.0,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-dam-bao-chat-luong-quy-trinh-pqa.35C5C5F8.html
"KỸ SƯ CƠ KHÍ (Mechanical Engineer)
PHÚC LỢI Laptop Chế độ bảo hiểm Du Lịch Phụ cấp Xe đưa đón Du lịch nước ngoài Đồng phục Chế độ thưởng Chăm sóc sức khỏe Đào tạo Tăng lương Công tác phí Phụ cấp thâm niên Nghỉ phép năm MÔ TẢ CÔNG VIỆC Coordinate with clients, customers to detail technical requirements and propose proper solutions for related sides. Calculate the design and make general and detailed drawings for the Company's items, Mechanical Projects (tanks, pipes, heat exchangers, AFC etc.). Review and Shop drawings (steel structure drawings, pipeline drawings, equipment layout, processing drawings for the manufacture of heat exchangers, machine details, etc.), and issue related documents: cutting diagrams, bill of materials, work follows. Extract and summary technical requirements for each project and phase of work follows. Prepare dossiers of requirements and technical assessment for the procurement of materials for Projects. Distribute the design documents and control revisions, ensure the latest documents are applied. Make bid documents, or evaluate bid documents as assigned by the Board of Directors. Monitoring and Support, Training, Guidelines to ensure the product is developed according to the applied standards. Monitor, Statistically and Verify regularly the situation of main material in the whole operations of projects. Coordinate and support technical standard issues with relevant departments in the process of performing the work. Make the regular reports include warning risks and proposals. Participate in the company's projects as assigned by the Board of Directors ----------------------------------------------------------------------------------------------------------- Phối hợp với khách hàng, khách hàng để chi tiết hóa các yêu cầu kỹ thuật và đề xuất các giải pháp phù hợp cho các bên liên quan. Tính toán thiết kế và lập bản vẽ tổng thể, chi tiết cho các hạng mục, Dự án cơ khí của Công ty (bồn chứa, đường ống, thiết bị trao đổi nhiệt, AFC...). Rà soát và bản vẽ thi công (bản vẽ kết cấu thép, bản vẽ đường ống, bố trí thiết bị, bản vẽ gia công sản xuất thiết bị trao đổi nhiệt, chi tiết máy, v.v.) và ban hành các tài liệu liên quan: sơ đồ cắt, hóa đơn vật liệu, công việc theo dõi. Trích xuất và tóm tắt các yêu cầu kỹ thuật cho từng dự án và giai đoạn công việc tiếp theo. Chuẩn bị hồ sơ yêu cầu và đánh giá kỹ thuật cho việc mua sắm vật liệu cho Dự án. Phân phối tài liệu thiết kế và kiểm soát các sửa đổi, đảm bảo các tài liệu mới nhất được áp dụng. Lập hồ sơ dự thầu, hoặc đánh giá hồ sơ dự thầu theo sự phân công của Ban Giám đốc. Giám sát và hỗ trợ, đào tạo, hướng dẫn để đảm bảo sản phẩm được phát triển theo tiêu chuẩn áp dụng. Theo dõi, thống kê và xác minh thường xuyên tình hình vật tư chính trong toàn bộ hoạt động của dự án. Phối hợp và hỗ trợ các vấn đề tiêu chuẩn kỹ thuật với các bộ phận liên quan trong quá trình thực hiện công việc. Thực hiện các báo cáo thường xuyên bao gồm các rủi ro cảnh báo và đề xuất. Tham gia vào các dự án của công ty theo sự phân công của Ban lãnh đạo YÊU CẦU CÔNG VIỆC Có kiến thức tốt và >2 năm kinh nghiệm thiết kế kỹ thuật, sản xuất Tốt nghiệp Đại học Kỹ thuật chuyên ngành Cơ khí; Có kiến thức tốt và >2 năm kinh nghiệm về thiết kế kỹ thuật, chế tạo máy móc, hệ thống thiết bị cơ khí, đặc biệt là lĩnh vực Giàn giáo. Có kinh nghiệm lập dự toán và có thể tính  toán khối lượng cất cánh Thành thạo Microsoft Office và Technical Softwere (đặc biệt là Excel, AutoCad, SolidWork,..); Ngoại ngữ: giao tiếp cơ bản, đọc hiểu tài liệu, bản vẽ liên quan đến thiết bị, máy cơ khí, tài liệu xây dựng tiêu chuẩn bằng tiếng Anh; Có khả năng lập kế hoạch, tổ chức, giải quyết vấn đề, theo dõi và báo cáo tiến độ thi công, chế tạo, lắp đặt; Có khả năng làm việc dưới áp lực cao và làm thêm giờ khi có yêu cầu; Kỷ luật, hợp tác, có kỹ năng làm việc nhóm, tuân thủ đầy đủ các nội quy, quy định của Công ty và tuân thủ hướng dẫn của Giám đốc có liên quan. Kỹ năng giao tiếp, lập báo cáo Những lợi ích: Lương tháng: thương lượng Lương tháng 13 + thưởng năm; Bảo hiểm xã hội, bảo hiểm y tế và bảo hiểm thất nghiệp theo quy định của Bộ Lao động Việt Nam. Bảo hiểm tai nạn. Khám sức khỏe hàng năm – lên; Phương tiện đi lại và ăn trưa được cung cấp; Được đào tạo bởi các chuyên gia chuyên nghiệp; Cơ hội thử thách trong môi trường làm việc quốc tế và chuyên nghiệp ----------------------------------------------------------------------------------------------------------- Having good knowledge and >2years experience of technical design, manufacturing Requirements: Graduated from Technical university in Mechanical engineering; Having good knowledge and >2years experience of technical design, manufacturing machines, mechanical equipment systems, especially Scaffolding field. Experienced in making estimates and be able to calculate quantity take-offs Proficient in Microsoft Office and Technical Softwere (especially Excel, AutoCad, SolidWork,..); Foreign languages: basic communication, reading and understanding documents, drawings related to equipment, mechanical machines, standards construction documents in English; Capable of planning, organizing, problem - solving, monitoring and reporting progress of construction, fabrication and installation; Able to work under high pressure and work overtime when required; Disciplined, cooperative, skilled in teamwork, fully complied with the Company rules and regulations and complied with the instructions of the relevant Manager. Communication skill, making report Benefits: Monthly salary: negotiated 13th month salary + annual bonus; Social, Medical and Unemployment insurances as per Vietnamese Labour regulations. Accident insurance. Annual medical check – up; Transportation & lunch provided; Being trained by the professional specialists; Opportunities to challenge in an international & professional working environment ĐỊA ĐIỂM LÀM VIỆC Quảng Ngãi Công Ty TNHH Boilermaster Việt Nam, 2, Visip Quảng Ngãi, Đường 4A, Xã Tịnh Phong, Huyện Sơn Tịnh, Tinh Quảng Ngãi, Tịnh Phong, Sơn Tịnh, Quảng Ngãi Bà Rịa - Vũng Tàu Đường Hoàng Sa, Phường Tân Hải, TP. Phú Mỹ, T. BRVT (Đối diện Cảng Chấn Long) Thanh Hóa KCN Số 1- KKT Nghi Sơn-Phường Hải Bình- Tỉnh Thanh Hoá THÔNG TIN KHÁC Bằng cấp: Đại học Độ tuổi: Không giới hạn tuổi Lương: 10 Tr - 20 Tr VND GỢI Ý HỒ SƠ Thiết kế CV Ứng Tuyển",1,,data_viet.csv,1.0,https://careerviet.vn/vi/tim-viec-lam/ky-su-co-khi-mechanical-engineer.35C5B9AF.html
"Quán ăn đêm, đối diện số 2 Nguyễn tài. Cần nữ phụ bán hàng từ 17h-00. Lương 5tr. Bao ăn đêm. K phải rửa bát. Yc: trên 25t, xđ làm lâu dài. Ai cần ib hoặc để lại sdt mình gọi cho nhanh, hoặc lh 0948000408.",1,Tin đăng tìm người phụ bán hàng tại quán ăn đêm.,content1_step1.csv,,
