label,text,source,is_recruitment
1,"Chị Cần Gấp 2 Bạn Bán Hàng
Công việc: Khách đến cần gì hỗ trợ đó.\n Khu vực:  tam kỳ .quảng nam Yêu cầu: 19t- 55t, Nhanh nhẹn nhiệt tình với khách\n Thời Gian làm 8 tiếng 1 ngày.  ( Off chủ nhật)\n Tn: 3tr5 / 4 tiếng 8tr / 8 tiếng\n Liên hệ 0336722125 (ZALO) hoặc gọi trực tiếp mình nhận việc làm.",facebook.com,1
1,"CÔNG TY TNHH MEDIASTEP SOFTWARE TUYỂN DỤNG
Vị trí: Chuyên Viên Kinh Doanh\n Lương cơ bản: 10.000.000đ + thưởng + hoa hồng\n 📍Thời gian làm việc: - Thứ 2 - thứ 6 - 8h30 – 17h30 📍Yêu cầu công việc: - Độ tuổi từ 22 - 36 - Ứng viên có ít nhất 6 tháng kinh nghiệm ở vị trí tương đương - Giao tiếp tốt, nhiệt tình với khách hàng - Có Laptop cá nhân - Đam mê công việc, trung thực, nhanh nhẹn, thật thà, chăm chỉ 📍Quyền lợi: - Lương cơ bản 10.000.000 VNĐ + thưởng + hoa hồng - Hoa hồng lên đến 40% - Có xe đưa đón khi gặp khách hàng - Được đóng BHXH, BHYT, BHTN,…theo Luật Lao Động - Lương tháng 13 và 15 ngày phép năm - Được tham gia các hoạt động Teambuilding, Companytrip... - Được xét tăng lương định kỳ hằng năm theo năng lực và kết quả công việc 🕹CÁCH THỨC ỨNG TUYỂN: 💥Ứng tuyển qua form: https://forms.gle/ZDp4i41amBNKKBKs9 📩Gửi CV qua Email: vien.ngo.dien@gosell.vn [Họ và tên - Số điện thoại] ☎️Hotline/Zalo: 0765.870.154 (Mr. Viên) 🏢 Hồ Chí Minh: 84A/42 Trần Hữu Trang, phường 10, quận Phú Nhuận, Tp. Hồ Chí Minh 🏢 Hà Nội: Tầng 4 - toà nhà Ba Đình Office, số 19 Lê Thanh Nghị, quận Hai Bà Trưng, Hà Nội 🏢 Đà Nẵng: Tầng 11, Vĩnh Trung Plaza, 255-257 Hùng Vương, Thanh Khê, Đà Nẵng 🏢 Cần Thơ: Tầng 7, Tòa nhà SHB, Số 16-18 Đại lộ Hòa Bình, Ninh Kiều, Cần Thơ ",facebook.com,1
1,"Cần 2 nữ phụ bán hàng và lấy hàng cho khách tại Đà Nẵng
+ Yêu cầu: 22t trở lên 💰 \n THU NHẬP: 7tr_9tr/ tháng +phụ cấp\n Thời gian giờ hành chính : 8h~16h30 Ưu tiên cho người thật sự cần cv (nghỉ trưa 1,5t CN nghỉ).\n Công việc được hướng dẫn trước khi làm\n ⭐LIÊN HỆ TRỰC TIẾP:  0905890791 GẶP CHỊ TRAO ĐỔI CV CỤ THỂ",facebook.com,1
0,"Gọi nhanh 0702749508
Cô cần 2 bạn bán đồ uống, thực phẩm sạch gần đại học Đông Á từ 8h-17h hằng ngày, 20-35t,\n cần việc gọi ngay 0702749508",facebook.com,1
1,"TUYỂN DỤNG NHÂN VIÊN BÁN BÁNH MỲ

- Thu ngân: 01\n Yêu cầu: biết sử dụng phần mềm tính tiền, có kinh nghiệm ở vị trí tương đương\n Mức lương khởi điểm: 21k/h, thưởng chuyên cần tháng.\n Thời gian: 5h00-10h30\n Nhân viên bán hàng: 01 Yêu cầu: không yêu cầu kinh nghiệm Mức lương khởi điểm: 20k/h, thưởng chuyên cần tháng. Thời gian: 5h00-10h30 Địa chỉ: 568 Bạch Đằng, Hoà Cường Bắc, Đà Nẵng Liên hệ: 0766543457 ( Ngân)",facebook.com,1
1,"❌❌ Tuyển nhân viên❌❌
-Cần tuyển nhân viên bán Mỹ Phẩm tại chỗ - 73/05 Châu Thị Vĩnh Tế , Ngũ Hành Sơn ( gần đại học kinh tế )\n -Tgian làm ca1 từ 8h- 12h30 ca2 2 từ 4h30 chiều đến 8h30 tối -Có thể làm fulltime nếu rảnh\n -Đth trực tiếp đến 0906406604 để trao đổi",facebook.com,1
1,"CẦN TUYỂN 02 NHÂN VIÊN NỮ PHỤC VỤ Coffee

Làm theo ca : 6h- 13h , 13h - 20h ""Relax Coffee"" ( câu lạc bộ cờ tướng Non Nước ) Địa chỉ : Lô góc Võ Văn Đặng và Nguyễn Dục ,Hoà Hải , Ngũ Hành Sơn Lương thỏa thuận trực tiếp Ưu tiên sinh viên và  người có kinh nghiệm pha chế Lh 0935198579",facebook.com,1
0,"Lễ 30/4, 1/5 Cần bổ sung gấp người bán thực phẩm sạch,
Gọi nhanh 0702749508 gần ngay khu vực chợ đầu mối Hải Châu, gọi ngay 0702749508",facebook.com,1
1,"📣TỔNG ĐẠI LÝ THỰC PHẨM SẠCH ĐÓNG HỘP CẦN NGƯỜI PHỤ BÁN HÀNG TẠI
TUỔI: 30-50T (Ưu tiên nữ )\n Thời gian: Sáng 7h30-11h30/Chiều 13h-17h\n Thu nhập: 7-9tr + thưởng\n Liên hệ trực tiếp : 0799416258 or Zalo",facebook.com,1
0,"🌊🌊TÌM ĐỒNG ĐỘI🌊🌊
Cần 3-4 bạn NỮ / NAM hoặc LGBT Phụ Bán 💎💎 18 - 45 tuổi •💰 full 1 ca : 3.500.000 VNĐ •💰 full 2 ca : 7.500.000 VNĐ ⏰ Thời gian : •Sáng : 7h30 - 11h30 •Chiều : 13h00 - 17h00 - Không cần kinh nghiệm - Hỗ trợ xoay ca linh hoạt - Thái độ tốt, Vui vẻ , hoà đồng ,lễ phép\n 🔥IB trực tiếp hoặc liên hệ zalo nhân sự giúp c: 0905276851",facebook.com,1
1,"💥💥ĐANG MỞ RỘNG THỊ TRƯỜNG CẦN, 3 BẠN BÁN HÀNG.Ở KHU VỰC HẢI CHÂU,CẨM LỆ (ưu tiên cho nữ làm việc lâu dài)
⏰️Thời Gian
                      Sáng:8h-11h30
                      Chiều:13h30-17h00
-Yêu cầu:20t-45t,nghiêm túc và yêu thích cv
THẬT SỰ TÌM VIỆC IB HOẶC
 ☎ LH. 0935.637.096 Gặp C Trinh.",facebook.com,1
1,"Cần tuyển bạn nữ phụ bán tạp hoá ca tối

🗣️Thời gian: 17H-23H ( tháng dc nghỉ 1 ngày)
🗣️ Lương 18k/H+ thưởng+ bao ăn
🗣️Yêu cầu: Siêng năng và thật thà
🗣️Địa chỉ 257 Hoài Thanh( Gần trường Đại Học Kinh Tế)
🗣️Liên hệ Zalo: 0932492203",facebook.com,1
1,"Cần tuyển nhân viên phục vụ Nhà hàng 436 võ nguyên giáp

Yêu cầu: nhanh nhẹn, tự giác
Thời gian làm việc : 10:00-16:00 hoặc 16:00-22:00 xoay ca đều được
Lương cơ bản 25k/h
Liên hệ sdt /zalo : 0935238141 Chị Trang",facebook.com,1
1,"🌞 TUYỂN DỤNG THÁNG 4 - KHỞI ĐỘNG MÙA HÈ CÙNG KOI RESORT & RESIDENCE ĐÀ NẴNG! 🌞

Bạn đang tìm kiếm một môi trường làm việc chuyên nghiệp, năng động tại khu nghỉ dưỡng đẳng cấp ven biển Đà Nẵng? KOI Resort & Residence Đà Nẵng chính là nơi dành cho bạn!
🔥 Cơ hội phát triển nghề nghiệp trong ngành khách sạn - du lịch
🔥 Môi trường làm việc hiện đại, chuyên nghiệp, đồng nghiệp thân thiện
🔥 Chế độ phúc lợi hấp dẫn, lộ trình thăng tiến rõ ràng
📩 Ứng tuyển ngay qua email: hre@koiresortdanang.com
📞 Hotline: 0327 727 234
🚀 Gia nhập đội ngũ KOI ngay hôm nay và cùng chúng tôi tạo nên một mùa hè đáng nhớ!
              ______________________
🌞 APRIL RECRUITMENT – KICKSTART YOUR SUMMER WITH KOI RESORT & RESIDENCE DA NANG! 🌞
Are you looking for a professional and dynamic working environment at a luxury beachfront resort in Da Nang? KOI Resort & Residence Da Nang is the perfect place for you!
🔥 Exciting career opportunities in the hospitality & tourism industry
🔥 Modern, professional workplace with friendly colleagues
🔥 Attractive benefits and clear career growth opportunities
📩 Apply now via email: hre@koiresortdanang.com
📞 Hotline: 0327 727 234
🚀 Join KOI today and make this summer unforgettable!",facebook.com,1
0,"CẦN GẤP NGƯỜI LÀM TẠI ĐÀ NẴNG
8h đi chiều 5h về, 7tr/ tháng
Trên 19t ( ưu tiên chị gái lớn tuổi )
IB hoặc lh 0762753485 ĐỂ TRAO ĐỔI",facebook.com,1
0,"📣📣📣Cơ hội việc làm lâu dài cho Nữ, mong muốn có cs ổn định, phát triển

- Khu vực: Hải Châu, Thanh Khê, Cẩm Lệ - #ĐàNẵng
- Tg: giờ hành chính
- TN: 7- 10tr + thưởng (được thỏa thuận trước khi làm)
👉👉Nghiêm túc, cần việc thì lhsdt ☎️☎️0797534419",facebook.com,1
1,"Cần mở thị trường ở-Quảng Nam -Đà Nẳng

✨Mình đang cần 3 bạn bán hàng
-Về các dòng nước uống hàng tiêu dùng cao cấp(ko cần kinh nghiệm)
-Nữ tuổi từ 20-45(ko yêu cầu ngoại hình)
-Thời gian làm :8h-11h30
                  chiều 1h30-5h
Chi tiết liên hệ hoặc ib zalo 0935637096",facebook.com,1
0,"𝙋𝙃Ụ 𝘽Á𝙉  ( 𝙉ữ )

✅ ℙ𝕙ụ 𝔹á𝕟 :
- full 1 ca : 3tr5 VNĐ/ 1ca
- full 2 ca : 7tr2 VNĐ/ 2 ca
🛵Yêu cầu: Trên 22 -> 65t
• Không cần kinh nghiệm.
• Thái độ tốt,Vui vẻ , hoà đồng
• Có phương tiện đi lại
⏰𝕋𝕙ờ𝕚 𝔾𝕚𝕒𝕟 :
•Sáng   :    7h30   - 11h30
•Chiều  : 13h30   - 17h00
✍️ IB trực tiếp nhanh qua facebook để trao đổi/ 0347999117 ZALO",facebook.com,1
1,"Chị Cần 3 Nữ Phụ Bán Hàng Tại Hoà Cường , Đà Nẵng.

     Tuổi 22 Đến 55.
     Ưu Tiên Nữ.
     Tháng 8 triệu trở lại.
 🔥Sáng. 8h00 - 17h00 ( Có nghĩ trưa, CN nghĩ).
Thật sự cần
LH. 0796678532
Xin cảm ơn.",facebook.com,1
1,"CẦN TUYỂN
Nẫu Cuốn- Bánh Cuốn Tây Sơn Bình Định
Cần tuyển full time  (bao cơm trưa, tối)
Thời gian:   6h-18h
Đc: Ngã 3 Huỳnh Lắm- Nam Kỳ Khởi Nghĩa - Hoà Hải - Ngũ Hành Sơn ( đối diện Milano Cofffee)
Sdt/zl : 0906919858",facebook.com,1
1,"FPT Ngũ Hành Sơn, Bia Hơi Tuấn Còi cần
Cần tuyển dụng
Nhân viên phục vụ thời vụ hoặc lâu dài, bao ăn ở có thể đi làm ngay
3 nam phục vụ
2 nữ
Ca1: 15h- 23h
Ca 2: 17h-12h
C3 18h - hết khách
Lương cao
Yêu cầu: Biết việc,nhanh nhẹn, chịu khó
Lh 0905497785",facebook.com,1
1,"Nhà hàng Hải Sản Lão Đại Đà Nẵng - Lô A2-1 Võ Văn Kiệt, Đà Nẵng Tuyển :

- Nhân viên : 8 người
     ★★★ Ca: 17h00 - 23h00 , lương từ 3.500.000  đến 4.000.000 + Tiền típ
     ★★★ Ca 2: 17h00 - 24h00 , lương 4.000.000 - 4.500.000 + Tiền típ
🎇🎇🎇ĐÃI NGỘ TỐT VỚI NHỮNG BẠN CẦN CÔNG VIỆC LÂU DÀI, ỔN ĐỊNH
- Liên Hệ: Inbox ZALO 0335766352 để phỏng vấn.
   Địa chỉ: Lô A2-1 Võ Văn Kiệt, Sơn Trà, Đà Nẵng",facebook.com,1
1,"📌BỔ SUNG NGƯỜI PHỤ BÁN ĐỒ ĐÓNG HỘP TẠI #ĐN
* Có 2 ca: Sáng (8h-11h30), Chiều (13h30-17h)
* Thu nhập: Full-time (~8tr), Part-time (~3tr5)
* Yêu cầu trên 20 tuổi (không còn đi học)
* Không yêu cầu bằng cấp, kinh nghiệm, kỹ năng, nhưng cần chịu khó, thái độ tốt
* Môi trường làm việc thân thiện
☎️ Quan tâm liên hệ trực tiếp hoặc qua sđt: 0898404992
#xinvieclam #tuyendung",facebook.com,1
1,"CẦN THÊM NGƯỜI PHỤ VIỆC TẠI ĐÀ NẴNG

  👉 Công Việc : khách đến mua cần gì lấy đó
                             Hỗ trợ tư vấn , giải đáp thắc mắc sản phẩm cho khách
                             Hỗ trợ khách về
  👉 Giờ Làm Việc : 8h đến 17h00
                                  Nghỉ 4 ngày / tháng
          💵7.000.000 đến 8.000.000 vnđ 💵
  🌟 YÊU CẦU :
                   Đủ 18 tuổi , ko phải là sinh viên
                   Thật thà , ham học hỏi
     KO YÊU CẦU KINH NGHIỆM, BẰNG CẤP
        👉 Thử việc oke nhận làm luôn 👈
            Liên hệ sđt hoặc nhắn tin Zalo
                       0989312438 ( Nga )",facebook.com,1
0,"Chị mình đang cần 2 bạn phụ bán hàng ,kiểm tra hàng tại kho CN Đà Nẵng,Quảng Nam
8h đi 5h về - cn nghỉ ko tăng ca.Ưu tiên người gọi 0938.736.306(ko trao đổi tn)",facebook.com,1
0,"#CẦN_GẤP 2 NỮ PHỤ BÁN HÀNG

+ 100% làm tại chỗ
+ Khu Vực : Hải Châu - Thanh Khê
+ Tuổi : Nữ 20 - 50
+ Thời gian: 8h - 17h
+ Thu Nhập: trên 8 triệu + thưởng
+ Được hướng dẫn trước khi làm
+ Ai thực sự cần tìm việc nghiêm túc liên hệ  📞📞📞 Yêu Cầu gọi trực tiếp:0888350134",facebook.com,1
0,"Do nhiều việc
 e cần gấp 2 chị phụ bán
Làm từ 8h-17h về ( chủ nhật nghỉ ).Tháng 8-10tr. Mọi chi tiết lh zalo 0876877104",facebook.com,1
1,"Tuyển Nhân Viên Bán Hàng tại chỗ Đường Đỗ Bá - Nguyễn Văn Thoại ( Khu vực Ngũ Hành Sơn )

1.Công Việc : nướng xúc xích.
2. Số lượng :  1 bạn ( Nữ )
👉🏻 Thời gian : Chiều tối ca 6 tiếng 18h-24h
💥 Địa chỉ : Đỗ Bá - Ngũ Hành Sơn - Đà Nẵng ( Sau lưng trường Đh Kinh Tế ).
🌹 Ace nào cần việc cứ lh em nhé, ưu tiên làm việc lâu dài.
 Quyền lợi:
- Làm trong môi trường thoải mái,vui vẻ.
- Thu Nhập: 1h/20k + Thưởng [ sẽ phụ thuộc vào chuyên cần và làm thêm giờ ].
- Sẽ được hướng dẫn cụ thể công việc.
📞LH: 0905 379 762 - 0765 861 886 để trao đổi trực tiếp.",facebook.com,1
1,"🫵🏻 CẦN TÌM NGƯỜI BÁN CAFE Ở HẢI CHÂU🫵🏻
🤜🏻Thời gian:
 • Sáng: 7h – 11h30
 • Chiều: 13h30 – 17h
 • Làm cả ngày hoặc nửa ngày
🤜🏻Thu nhập 💰:
           3.5 triệu – 7.2 triệu / tháng
      ( Nhận vào ngày 10 hằng tháng )
🤜🏻Yêu cầu:
 • Tuổi 20 – 35
 • Không cần kinh nghiệm
 • Thái độ tốt, chăm chỉ , có trách nhiệm
🤙🏻 Liên hệ : 039 356 4395 (Zalo)",facebook.com,1
1,"🫧 CẦN TUYỂN NGƯỜI PHỤ GIÚP CÔNG VIỆC 🫧
🌈 Thời gian làm việc:
 • Ca sáng : 8h00 – 11h30
 • Ca chiều: 13h30 – 17h00
🌈 Thu nhập:
 • Làm nửa ngày : 4 triệu /tháng
 • Làm cả ngày : 8 triệu /tháng
🌈 Yêu cầu:
 • Tuổi từ 20 đến 45
 • Có trách nhiệm, chủ động trong công việc
 • Không yêu cầu kinh nghiệm hay ngoại hình
Ưu tiên :
 • Sinh viên đã tốt nghiệp
 • Anh/chị dưới 30 tuổi (U30)
Liên hệ :
 • Inbox trực tiếp hoặc Zalo: 039 356 4395",facebook.com,1
0,"🤵🏼‍♀️ CẦN TÌM NGƯỜI BÁN CAFE , THỨC UỐNG🤵🏼
     Khu vực : Cẩm Lệ
   🌙Độ tuổi :  18 - 30 tuổi
 Thái độ Tốt , vui vẻ , nhiệt tình với khách
    💰  :   3tr5   / Tháng ( parttime )
                7tr5  / Tháng ( fulltime )
   🌙 Tự đăng ký theo lịch của bạn : 2 ca
  • Ca 1 :  7h30 - 11h30
  • Ca 2 : 13h30 - 17h30
Liên hệ zalo/gọi 039 3564395",facebook.com,1
0,"🌻 CẦN NGƯỜI LÀM VIỆC TRỰC TIẾP TẠI ĐÀ NẴNG VIỆC LÀM TẠI  CHỖ
( LÀM GIỜ HÀNH CHÍNH)
✅ 3 NỮ, ĐỘ TUỔI 23 -56T
           ( TN khởi điểm 8.5 triệu )
LH 0979.664.946  ( hoặc Zalo)",facebook.com,1
0,"❤️‍🔥𝐜𝐚̂̀𝐧 𝐠𝐚̂́𝐩 𝟐 𝐛𝐚̣𝐧 𝐩𝐡𝐮̣ 𝐦𝐢̀𝐧𝐡 𝐛𝐚́𝐧 𝐡𝐚̀𝐧𝐠 🛍️
🌷𝐓𝐚̣𝐢 𝐤𝐡𝐮 𝐯𝐮̛̣𝐜 𝐇𝐚̉𝐢 𝐜𝐡𝐚̂𝐮 𝟖-𝟏𝟎 𝐭𝐫/𝐭𝐡𝐚́𝐧𝐠.𝐧𝐠𝐚̀𝐲 𝟖 𝐭𝐢𝐞̂́𝐧𝐠 𝐜𝐡𝐮̉ 𝐧𝐡𝐚̣̂𝐭 ,𝐥𝐞̂̃ 𝐧𝐠𝐡𝐢̉ 💖𝟏𝟗 𝐭𝐮𝐨̂̉𝐢 𝐭𝐫𝐨̛̉ 𝐥𝐞̂𝐧 - 𝐠𝐨̣𝐢 𝐧𝐠𝐚𝐲 𝟎𝟗𝟎𝟓𝟐𝟔𝟏𝟒𝟖𝟕 𝐭𝐫𝐚𝐨 𝐝𝐨̂̉𝐢 / 𝐳𝐚𝐥𝐨 🐬",facebook.com,1
1,"TUYỂN DỤNG NHÂN SỰ - GIA NHẬP Nhà Linh NGAY HÔM NAY! 🌿
Chuỗi nhà hàng Cơm Nhà Linh & Bếp Nhà Linh đang mở rộng quy mô và tìm kiếm những ứng viên tiềm năng cho các vị trí sau:
Tại Đà Nẵng
🔹𝑩𝒐̣̂ 𝒑𝒉𝒂̣̂𝒏 𝒑𝒉𝒖̣𝒄 𝒗𝒖̣:
01 Nữ - Lễ tân: Lương cứng 8tr + tips + thưởng
y/c Tiếng Anh giao tiếp
Full Time: 10h - 22h ( nghỉ 2 tiếng )
Part time: 10h - 14h hoặc 17h - 22h
💰𝑸𝒖𝒚𝒆̂̀𝒏 𝒍𝒐̛̣𝒊 𝒉𝒂̂́𝒑 𝒅𝒂̂̃𝒏:
✅Lương + Thưởng + Tip + Cơm ca
✅Nghỉ 02 ngày/tháng
✅Hưởng BHXH, BHYT, BHTN khi làm việc lâu dài
✅Lương tháng 13 + Thưởng Tết
🎯𝒀𝒆̂𝒖 𝒄𝒂̂̀𝒖:
🔹Ngoại hình ưa nhìn, có kinh nghiệm là lợi thế
🔹Tinh thần làm việc nhóm, chăm chỉ, cầu tiến
📞𝑼̛́𝒏𝒈 𝒕𝒖𝒚𝒆̂̉𝒏 𝒏𝒈𝒂𝒚:
📲Zalo/sms : 0962068987
Email: danangbranch@comnhalinh.com
📍Hoặc nộp hồ sơ tại: 35 An Thượng 26, P. Mỹ An, Q. Ngũ Hành Sơn, Đà Nẵng
👉Đừng chần chừ, cơ hội tốt đang chờ bạn! 🚀",facebook.com,1
1,"📍Cần người phụ bán hàng tại chỗ ở #HaiChau#ThanhKhe#DaNang
   Thời gian : + Sáng : 8h - 11h30
                       + Chiều : 13h30 - 17h
    ( KHÔNG NHẬN SINH VIÊN )
💲Thu Nhập : 4tiếng : 2tr5 - 4tr
                     8tiếng : 6tr - 8tr
 Làm tốt được thưởng , đi du lịch , đi chơi thoải mái
     🍀 Yêu cầu : trên 21tuổi ,nghiêm túc , lâu dài
 Liên hệ 0877833824 hoặc ib trực tiếp
",facebook.com,1
0,"📢📢CHỊ ĐANG CẦN VÀI BẠN PHỤ CHỊ BÁN HÀNG #đànẵng
⏰️ Thời gian:
          Sáng: 7h30 - 11h30
          Chiều: 13h30 - 17h30
           ( Xoay ca linh hoạt )
ƯU TIÊN : làm lâu dài
💰 Thu nhập:
          Ca 4h: 3.500.000VNĐ + thưởng
          Ca 8h: 7.500.000VNĐ + thưởng
YÊU CẦU:
- Từ đủ 19 TUỔI trở lên, thái độ tốt
- Không cần kinh nghiệm ,  bằng cấp
- Công việc nghiêm túc, không phí
🔎 Khu vực: Thanh Khê và Hải Châu
☎AI CÓ NHU CẦU LIÊN HỆ TRỰC TIẾP ĐỂ TRAO ĐỔI (0387208221)",facebook.com,1
1,"Bổ sung nhân sự 👨‍💼👩‍💼
A cần tuyển 2 nam + 2 nữ 👫
Phục vụ quán nhậu 🍻🥂
Thời gian làm từ 16h30 đến 23h30 hoặc 17h đến 24h ⏰
Lương 18k-20k/h 💰 bao ăn trong ca làm 🎁
Tip ÷ thưởng ( 1500k đến 2000k/tháng )
1 tháng được nghỉ 2 ngày
Trừ những ngày cuối tuần . 🚫
Địa chỉ "" 18 mai thúc lân "" 📍
Quán môi trường vui vẻ , hòa đồng ! 🎉😄
",facebook.com,1
1,"CÔNG TY ĐIỆN TỬ THÔNG BÁO TUYỂN DỤNG LAO ĐỘNG THỜI VỤ VÀ CHÍNH THỨC.
***** Thời vụ bao gồm như sau*****
1. L ươ ng cơ bản 4.200.000
2. Công ty thưởng: 1.500.000
3. Chuyên cần : 500.000
4. Hiệu xuất: 1.200.000
5. Phụ cấp: 700.000
6.    Tăng ca 35k/1h
Công việc sản xuất loa bluetooth.
Đi ca ngày và đêm. Từ 7h30 – 16h và tăng ca. 19h30 – 6h và tăng ca tới 19h30.
Làm ngồi hoặc đứng tuỳ bộ phận.
***** Chính thức bao gồm như sau*****
1. L ươ ng cơ bản 4.200.000
2. Phụ cấp: 700.000
3. Chuyên cần : 500.000
4. Hiệu xuất: 1.200.000
5. Tăng ca từ 35k – 47k tuỳ vị trí.
Công việc sản xuất loa bluetooth.
Đi ca ngày và đêm. Từ 7h30 – 16h và tăng ca 19h30. 19h30 – 6h và tăng ca tới 7h30.
Làm ngồi hoặc đứng tuỳ bộ phận.
ĐỊA CHỈ:   KHU CÔNG NGHIỆP ĐIỆN NAM ĐIỆN NGỌC - QUẢNG NAM
Liên Hệ Nhận Việc: 0783307386 (có zalo)",facebook.com,1
1,"CHỊ CẦN GẤP NỮ LÀM GẦN CẦU TIÊN SƠN ###ĐÀNẮNG
#CôngViệc : bán hàng, báo giá ,kiểm tra đơn đặt hàng sỉ,lẻ .
#ThuNhập : khởi điểm 9 triệu /tháng+ thưởng .được hưởng bảo hiểm
#YêuCầu : Độ tuổi : 20t _54t ( chiu khó). #ThờiGian: 8h - 16h30.(Chủ Nhật,Lễ, tết nghỉ)
Liên HỆ SĐT 0326.222.739",facebook.com,1
0,"Cần người làm tại đại lý kho.
🍅Không yêu cầu trình độ, kinh nghiệm.
(Thu nhập: 8- 9tr tháng+ đãi ngộ tốt)
💥Fulltime: từ 8h sáng - 17h chiều.
🔹Yêu cầu: 21 tuổi trở lên, thái độ tốt.🤗
IB …
Xem thêm",facebook.com,1
1,"Bổ sung 02 nữ làm việc..tại Hải Châu,  Đà Nẵng
🍀Thời gian: + Sáng: 8h00 - 11h30
+ Chiều:13h30 - 17h00
🍀Cv: Tư vấn bán hàng
🍀Thu nhập $: 6.5 tr - 7.5 tr/tháng
🍀Thưởng nếu làm tốt
✨️Muốn công việc ib Zalo: 0878.203.209",facebook.com,1
