text,is_recruitment,cat_reason,source_file,label,source
"TIẾP VIÊN QUỐC TẾ - INTERNATIONAL HOSTESS
PHÚC LỢI Chế độ bảo hiểm Du Lịch Chế độ thưởng Chăm sóc sức khỏe Đào tạo Tăng lương MÔ TẢ CÔNG VIỆC - Đóng vai trò là điểm tham chiếu cho những khách hàng; đón khách hàng ngày và hộ tống họ bất cứ khi nào có thể trong các chuyến tham quan nhằm xóa bỏ rào cản ngôn ngữ; nhận phản hồi về sự hài lòng và nhu cầu của khách hàng. - Đảm nhiệm các chương trình hàng ngày trên Tàu, đảm bảo dịch chính xác tài liệu bằng văn bản bằng ngôn ngữ liên quan như: thực đơn, tờ rơi và tổ chức các bài phát biểu cung cấp thông tin (ví dụ: các buổi nói chuyện về chuyến đi khi bắt đầu, bài phát biểu kết thúc hành trình) - Cung cấp dịch vụ dịch thuật cho các trường hợp cấp cứu y tế, bệnh tật hoặc khi Khách hàng phải lên đất liền vì lý do y tế - Hỗ trợ các dịch vụ doanh thu khác nhau thông qua truyền thông và quảng cáo liên tục, nhằm tối đa hóa doanh thu và sự hài lòng của Khách hàng YÊU CẦU CÔNG VIỆC - Tốt nghiệp THPT - Có sức khoẻ tốt - Không yêu cầu kinh nghiệm - Giao tiếp tốt tiếng Hàn/Trung - Từ 18 - 33 tuổi THÔNG TIN KHÁC Bằng cấp: Trung cấp Độ tuổi: 18 - 33 Lương: Lên đến 40 Tr VND GỢI Ý HỒ SƠ Thiết kế CV Ứng Tuyển",1,,data_viet.csv,1.0,https://careerviet.vn/vi/tim-viec-lam/tiep-vien-quoc-te-international-hostess.35C5C7E6.html
":construction: BIỂN BÁO TRỤ NHỰA – DÙNG ĐƯỢC MỌI NƠI, BỀN ĐẾN 5 NĂM!
:small_orange_diamond: Thiết kế chuẩn quốc tế – màu sắc nổi bật, dễ nhận biết từ xa
:warning: Giúp cảnh báo kịp thời – hạn chế tai nạn, sự cố bất ngờ
:point_right: 
Luôn tận tâm – uy tín – giá cạnh tranh – phục vụ mọi lúc mọi nơi
:office: 
Đơn vị cung cấp biển cảnh báo nhựa chất lượng cao – toàn quốc
:round_pushpin: 
Giao hàng nhanh toàn quốc – Nhận đơn sỉ & lẻ
:telephone_receiver: 
Hotline/Zalo: 0935.179.288 – Em Mơ dễ thương báo giá nhanh
:articulated_lorry: 
Có sẵn hàng demo – test sản phẩm trực tiếp tại showroom
#bienbaocanhbao #thietbicanhbao #thietbicontrinh #thietbibaoholaodong #nhattinuydanang #baohocongtrinh #nhattinuyshop #bienbaoantoan #baohodanang #baohotoanquoc",0,Quảng cáo bán biển cảnh báo nhựa,content2_step1.csv,,
"TD/Casa product management Senior Officer - HN - TA050
PHÚC LỢI Laptop Chế độ bảo hiểm Du Lịch Phụ cấp Đồng phục Chế độ thưởng Chăm sóc sức khỏe Đào tạo Tăng lương Nghỉ phép năm MÔ TẢ CÔNG VIỆC Develop budget plans and action plans for the implementation and promotion of Current accounts, Debit cards, Term deposit (TD) & Casa products, Investment products, and Fee-based services for retail customers. Take responsibility for tracking and managing revenue and profitability of Current accounts, Debit cards, Fee-based services, and Term deposit (TD) & Casa products; manage and provide relevant reports to internal departments, regulatory agencies, and business units, ensuring a balance between risk and profitability. Take responsibility for implementing customer engagement activities, business promotion programs, and marketing initiatives for products under the Current account, Debit card, and Personal & Household payment solutions portfolio. Lead a team of 3–4 members to execute portfolio development activities through business campaigns, marketing programs, and promotions for Casa and Term deposit (TD) products. Manage Term deposit & Casa and Small investment products; conduct market research to propose product offerings tailored to each customer segment. Manage sales performance, costs, and profitability of term deposit and investment products, and implement initiatives to enhance product profitability. Carry out other tasks as assigned by the Head of Current Account & Payroll Product, the Director of the Affluent Customer & Deposit Product Management Center, the Retail Banking Division Board, and other authorized senior management as required. YÊU CẦU CÔNG VIỆC 1. Trình độ Học vấn         Educational Qualifications Bachelor’s degree in Finance and Banking, Business Administration, or Marketing. 2. Kiến thức/ Chuyên môn Có Liên Quan        Relevant Knowledge/ Expertise Understanding of the development and management of current account and debit card products. Knowledge of the market situation, products, and digital banking services in Vietnam. Understanding of product marketing activities and product go-to-market strategies. 3. Các Kỹ Năng/ Skills Management skills Decision-making skills Presentation skills Communication skills English language skills Strong skills in PowerPoint or graphic design software are an advantage. 4. Các Kinh nghiệm Liên quan/ Relevant Experience At least 3 years of working experience in retail banking or equivalent. At least 2 years of management experience in product development or marketing. 5. Các năng lực cần có/ Required Competencies Planning skills Ability to work under high pressure Creativity and ability to grasp market trends related to banking products BENEFITS: Attractive income and competitive performance-based salary and bonus. Bonuses for holidays and Tet (according to the bank's policy at each period). Preferential loan rates according to the bank's policy at each period. Attractive leave policy based on job level, including summer vacation. Mandatory social insurance as per labor law + VPBank care insurance for employees depending on level and length of service. Opportunities to participate in training courses based on the training framework for each position. Working hours: Monday to Friday and Saturday morning. Dynamic and friendly working environment with many opportunities for learning and development; participation in various interesting cultural activities (sports competitions, talent contests, teambuilding activities, etc.). THÔNG TIN KHÁC Độ tuổi: Không giới hạn tuổi Lương: Cạnh tranh GỢI Ý HỒ SƠ Thiết kế CV Ứng Tuyển",1,,data_viet.csv,1.0,https://careerviet.vn/vi/tim-viec-lam/td-casa-product-management-senior-officer-hn-ta050.35C584D8.html
Nam 18t sinh viên muốn tìm cv làm trong khung giờ 12-17h kv Hải Châu.,0,Tìm người làm việc trong khung giờ cụ thể.,content3_step1.csv,,
sinh viên cần tìm công việc phục vụ part time ca sáng đến 12h hoặc 12h30 ạ,0,Sinh viên tìm việc làm thêm (phục vụ part-time),content3_step1.csv,,
"[ĐÀ NẴNG] Picon Tech đang tìm kiếm 1 UX/UI Designer (Intern/Fresher).
Bạn nào quan tâm inbox mình ạ!",1,Tin đăng tìm kiếm UX/UI Designer (Intern/Fresher) là một tin tuyển dụng.,content4_step1.csv,,
Tầm 300k-13.xxtr thu xác điện thoại :iphone: tận nơi,0,Tin quảng cáo dịch vụ thu xác điện thoại tận nơi.,content2_step1.csv,,
"Hiệu trưởng Mầm Non
PHÚC LỢI Laptop Chế độ bảo hiểm Du Lịch Chế độ thưởng Đào tạo Tăng lương MÔ TẢ CÔNG VIỆC 1. Teacher management Manage teachers in campus Sign off on student accident and incident reports Act as translator & mediator for parent meetings, counseling and conferences Build up content for marketing materials Teacher accountability with policy, procedures & expectations: disciplinary letters Report to R&D and supervisors for additional resources and support as needed Plan and conduct training to improve teachers’ teaching and class management skills and program staff’s working ability Be responsible for teaching quality of Vietnamese teaching team at in charged centers To build up working culture for teachers and staff as company’s strategy 2. Academic management Lesson plan checking & contents support Newsletters review. Student Report Card review & final check. Teacher observations & evaluations (KPI). Teacher training and coaching. Approve of Materials requests. Create academic schedules for weekly outings. Supervise Program Executive in support teacher academic needs. Report to R&D and supervisors for additional resources and support as needed. 3. Administration and Academic Operations Conduct weekly Teacher’s Meetings Prepare and finalize plans for campus student field trips and events Lead student enrollment needs: class arrangements, lunch needs, parent information, first days of school procedures, etc/ Check daily lunch delivery and quality Approve of program spending and balance of available budget and funds (petty cash) To fulfill any and all additional tasks assign by R&D department and direct supervisor Supervise Program Executive in supporting admin needs Report to R&D and supervisors for additional resources and support as needed Collaborate with Center Manager team to ensure enrollment needs & policies are met 4. Recruitment: Support HR in recruitment process for such positions in: teacher’s assistant, VN teacher, & homeroom teacher, Program Executive Support in training of positions: teacher’s assistant, VN teacher, & homeroom teacher, program executive Other tasks assigned by line manager YÊU CẦU CÔNG VIỆC B.A. or higher in Early Childhood Education or other relevant qualifications Strong English skills (speaking, writing, reading comprehension). At least 2 or more years working in management level at kindergarten, school or early childhood education center or English Center or other international organizations Good organization skills, with ability to prioritize important tasks. Capability in basic office software (PowerPoint, Microsoft, Excel, etc.). Strong management skills, with ability to lead meetings, and effective use of manpower to complete campus tasks. Proactive; Creative; Truthful; High responsibility; Professional attitude. THÔNG TIN KHÁC Bằng cấp: Cao đẳng Giới tính: Nữ Thời gian thử việc: 2 tháng Độ tuổi: 30 - 40 Thời gian làm việc: Thứ 2 -Thứ 6 Phúc lợi: Lương hàng tháng và lương thưởng cuối năm. Bảo hiểm xã hội và bảo hiểm y tế. Miễn giảm học phí theo chính sách của công ty.  Lương: Cạnh tranh GỢI Ý HỒ SƠ Thiết kế CV Ứng Tuyển",1,,data_viet.csv,1.0,https://careerviet.vn/vi/tim-viec-lam/hieu-truong-mam-non.35C5C58D.html
"𝐓𝐮𝐲𝐞̂̉𝐧 𝐝𝐮̣𝐧𝐠 𝐈𝐝𝐨𝐥 𝐋𝐢𝐯𝐞𝐬𝐭𝐫𝐞𝐚𝐦
KHÔNG YÊU CẦU KINH NGHIỆM
Vị trí:
• Idol Livestream: Livestream cá nhân
Yêu cầu:
• Từ 18 tuổi trở lên.
• Ngoại hình ưa nhìn
• Tài năng: Ca hát, nhảy, trò chuyện,...
• Tính cách năng động, hoạt bát, cởi mở.
Quyền lợi:
• Thu nhập hấp dẫn: 6.000.000 – 20.000.000 VNĐ + % hoa hồng.
• Thời gian linh hoạt: 6 giờ/ngày, nghỉ 5 ngày/tháng. (có thể tự đăng ký lịch live và chia ca live)
• Được đào tạo kỹ năng livestream, xây dựng hình ảnh, hỗ trợ phát triển kênh TikTok, tham gia sự kiện và chương trình.
• Làm việc tại studio đạt chuẩn, trang bị máy móc hiện đại.
• Cơ hội trở thành KOL/KOC, ký hợp đồng quảng cáo.
:envelope_with_arrow: Inbox để nhận JD chi tiết
:dart: ĐỊA ĐIỂM LÀM VIỆC
:round_pushpin: Địa chỉ CN Đà Nẵng: 454 Đường 2 Tháng 9, Hòa Cường Nam, Đà Nẵng
:round_pushpin: Địa chỉ CN TP.HCM: Tòa nhà Ánh Hào Quang - số 32, đường D5, phường 25, Bình Thạnh
:round_pushpin: Địa chỉ CN Hà Nội:
+ Cơ sở 1: Số 10, Sunrise I, KĐT The Manor Central Park - Đại Kim, Hoàng Mai, Hà Nội.
+ Cơ sở 2: Số 49 ngõ 100 - Dịch Vọng Hậu - Cầu Giấy.
:round_pushpin: Địa chỉ CN Bình Dương: Số 3, Yersin, phường Phú Cường, Thủ Dầu Một.
:round_pushpin: Địa chỉ CN Đắk Lắk: 26 Nguyễn Văn Trỗi, Thành Công, Buôn Ma Thuột, Đắk Lắk",0,,content3_step1.csv,,
"Nhân viên Kinh doanh
PHÚC LỢI Chế độ bảo hiểm Du Lịch Phụ cấp Đồng phục Chế độ thưởng Đào tạo Tăng lương Nghỉ phép năm CLB thể thao MÔ TẢ CÔNG VIỆC - Bán hàng, Order hàng hóa tại Cửa hàng, cửa hiệu tạp hóa - Chăm sóc hàng hóa tại cửa hiệu (Lau chùi, trưng bày hàng đẹp mắt,…) - Xây dựng mối quan hệ tốt với khách hàng - Ngành hàng tiêu dùng nhanh có thương hiệu: Hóa mỹ phẩm P&G (Rejoice, Pentene, HS, Ariel, Downy, …) YÊU CẦU CÔNG VIỆC - Nam/ Nữ, Tốt nghiệp THPT trở lên - Giao tiếp tốt, có trách nhiệm với công việc - Yêu thích di chuyển & không ngại di chuyển ngoài thị trường - Không có kinh nghiệm sẽ được huấn luyện & đào tạo ĐỊA ĐIỂM LÀM VIỆC Bình Định Cụm Công Nghiệp Thiết Đính, Thị Trấn Bồng Sơn, Huyện Hoài Nhơn, Tỉnh Bình Định, TT. Bồng Sơn, Hoài Nhơn, Bình Định, Vietnam Đà Nẵng Đường số 2, Hòa Khánh Bắc, Liên Chiểu, Đà Nẵng Quảng Nam Tiểu La, Hà Lam, Thăng Bình, Quảng Nam THÔNG TIN KHÁC Bằng cấp: Trung học Độ tuổi: 20 - 40 Lương: 12 Tr - 18 Tr VND GỢI Ý HỒ SƠ Thiết kế CV Ứng Tuyển",1,,data_viet.csv,1.0,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-kinh-doanh.35C586E3.html
"Cần tìm nv phụ quán ăn sáng 
Đc:176 nguyễn sỹ sách
Thời gian:5h-13h
Lương:4.5 tr
Lh:0849899386",1,Tin đăng tìm người làm việc tại quán ăn sáng.,content1_step1.csv,,
