title,label
"📣📣📣ỐC ĐÊM 76 CẦN TUYỂN 2 NV 
👉Nam tuổi từ 18-35
👉Thời gian làm việc : 18h đến 2h
👉Lương : thỏa thuận 
👉Tháng nghỉ 1 ngày có lương
💵💵💵💰💰 thưởng thêm chuyên cần hằng tháng, và theo doanh thu
👉Địa điểm làm việc : 238 Huỳnh Văn Nghệ 
🌹Liên hệ : 0344199339 gặp Nguyên📣📣📣📣📣📣📣📣📣🔈🔈🔈🔈",0
"Địa chỉ làm việc: 114 Huyền Trân Công Chúa, phường Hoà Hải, quận Ngũ Hành Sơn, TP. Đà Nẵng
🎯 CẦN NHÂN VIÊN TRANG SỨC – ĐÁ MỸ NGHỆ CA SÁNG
❌ Vị trí: Nhân viên đóng đơn Part-time
⏰ Thời gian làm việc:
• Ca sáng: 7h30 – 12h30
(Xoay ca linh hoạt theo lịch học- hỗ trợ 1-2 buổi chiều xoay ca)
💸 Thu nhập: 22.000đ/giờ + thưởng
👉 Gắn bó >3 tháng được xét tăng lương
🔎 Mô tả công việc:
• Đóng gói sản phẩm theo đơn hàng đã chốt
• Kiểm hàng, nhập tồn, sắp xếp kho gọn gàng
• Hỗ trợ tư vấn bán hàng
🌟 Phúc lợi:
✔ Hỗ trợ ăn uống nhẹ giữa ca
✔ Tham gia team building, hoạt động nội bộ vui vẻ
✔ Môi trường trẻ trung, năng động, làm việc với trang sức & đá quý cao cấp
✔ Thưởng Lễ, Tết, thưởng hiệu suất theo tháng
✅ Yêu cầu:
• Sinh viên năm 2, 3 (ưu tiên đã có kinh nghiệm đi làm)
• Nhanh nhẹn, trung thực, có trách nhiệm
• Tỉ mỉ, chịu khó trong công việc
📲 LH ngay:
➡ Gửi CV hoặc nhắn trực tiếp qua Zalo: 0375 270 025 (Thuý Hằng)
📆 Đi làm ngay sau khi đạt phỏng vấn!",0
"NHÀ HÀNG CÁ LỬA TUYỂN DỤNG
❌ 1 GIÁM SÁT 
- lương thỏa thuận 
- chế độ đầy đủ 
❌ 20 NỮ CSKH & LỄ TÂN 
-lương trung bình 20-30tr/1 tháng 
- có xếp lịch xoay ca cho sinh viên 
❌ 10 PHỤC VỤ NỮ 
- Lương 6Tr / 1 tháng 
- có xếp lịch xoay ca cho sinh viên 
❌ 1 TẠP VỤ
- Sạch Sẽ, Gọn Gàng
✅ QUYỀN LỢI : 
-Tháng off 2 ngày 
-Phụ cấp hàng tháng
-Hỗ trợ cơm ca
-Thưởng lễ đầy đủ
LH: ☎️ 0797436886 - 0337931069 ( Chi )
Địa Chỉ : Lô 01.A11.4 Khu công viên Bắc đài Tưởng Niệm ( đường Bạch Đằng nối dài )",0
"BÁNH MÌ GHIỀN
HỆ THỐNG COFFEE, BÁNH MÌ
Tuyển Dụng
🍀 Vị trí: 
• Nhân viên pha chế Coffee 
     🥳  Số lượng: 06
    ⏰ Ca làm: Sáng, chiều, tối
• Nhân viên phục vụ Coffee 
     🥳  Số lượng: 12
    ⏰ Ca làm: Sáng, chiều, tối
 • Nhân viên phục vụ bánh mì
     🥳  Số lượng: 06
    ⏰ Ca làm: Sáng, chiều, tối
💰 Lương:
 • 18.000₫/h-22.000₫/h
📍 Địa chỉ: 11 Yersin, P.Ngũ Hành Sơn, TP Đà Nẵng
📞 Liên hệ: 0935090224 (Trinh)",0
"🍀🍀MỸ PHẨM CHÍNH HÃNG, BỔ.                   SUNG NGƯỜI BÁN HÀNG 🍀🍀
🎯 ƯU TIÊN NỮ CÓ NGOẠI HÌNH, CÓ KINH NGHIỆM 
🔥 Công việc. tư vấn, báo giá, chốt đơn, xử lý đơn hàng, chăm sóc khách hàng.
🐍YÊU CẦU
👉 từ đủ 22-45 tuổi (ko nhận sinh viên)
👉 Chịu khó, siêng năng, trách nhiệm với công việc...
🐍 QUYỀN LỢI 
👉 Tháng nghỉ 4 ngày, lễ, tết nghỉ 
👉 8-12tr/tháng (có thưởng thêm)
👉 Chế độ phúc lợi hấp dẫn 
👉 môi trường mát mẻ, năng động 
☎️☎️ CẦN VIỆC IB HOẶC LIÊN HỆ 0878127189",0
Cần 1 chị chăm sinh. Làm 8 tiếng từ 8h sáng đến 4h chiều. Lương 7 tr+ 25.000 tiền ăn trưa. Chủ nhật nghỉ. Khu vực ngũ hành sơn. Liên hệ:0968655273,0
"[Hệ thống 𝐌𝐲̃ 𝐏𝐡𝐚̂̉𝐦 - 𝐋𝐚̀𝐦 Đ𝐞̣𝐩 ] 
TÌM NGƯỜI LÀM 
🌷𝐕𝐢̣ 𝐭𝐫𝐢́: Bán Hàng
📝 𝐌𝐨̂ 𝐭𝐚̉ 𝐜𝐨̂𝐧𝐠 𝐯𝐢𝐞̣̂𝐜:
   - Chào đón, hỗ trợ khách hàng
   - Dọn dẹp, giữ vệ sinh nơi làm việc
   - Tư vấn sản phẩm
💎 𝐓𝐡𝐮 𝐧𝐡𝐚̣̂𝐩:
   - Parttime: 4.500.000 Vnđ / tháng
   - Fulltime: 9.000.000 Vnđ / tháng
   (Thưởng quý, lễ, Tết x 4 thu nhập)
🧧𝐐𝐮𝐲𝐞̂̀𝐧 𝐥𝐨̛̣𝐢:
   - Có hỗ trợ xoay ca
   - Chế độ, ngày lễ, tết, phép, du lịch…
   - Đảm bảo cơ hội thăng tiến, phát triển. 
   - Off 1 ngày bất kỳ trong tuần.
   - Ưu đãi giảm giá mua sản phẩm.
🌈𝐂𝐡𝐢 𝐍𝐡𝐚́𝐧𝐡 
✨ Hoà Cường - Cẩm Lệ - Hoà Khánh - Liên Chiểu - Vĩnh Điện - Hội An - Tam Kỳ 
📌𝐘𝐞̂𝐮 𝐜𝐚̂̀𝐮 𝐜𝐨̂𝐧𝐠 𝐯𝐢𝐞̣̂𝐜: 
✅Đủ 22-45 tuổi ( ưu tiên những bạn có ngoại hình)
✅Siêng năng, trung thực, trách nhiệm
❗Không yêu cầu kinh nghiệm, sẽ được đào tạo
☎ Để biết thêm thông tin công việc, vui lòng Inbox trực tiếp hoặc  - 0878127189.(QLNS)",0
"Tuyển nhân viên nhà hàng Phố Xưa 1987
Vị Trí: 2 Nam 2 Nữ phục vụ
Lương: 25k/1h
Yêu cầu: Chăm chỉ trung thực, có ngoại hình là một lợi thế :3
Liên hệ: 0774564623
Địa Chỉ: 100 Bùi Tá Hán, Ngũ Hành Sơn, Đà Nẵng",0
Liên hệ trực tiếp zalo.,0
"NHÂN VIÊN FULL-TIME & PART-TIME
Vị trí tuyển dụng:
⦁ 05 Nhân viên phục vụ Full-time hoặc xoay ca
(Chọn 1 trong 3 khung giờ làm việc dưới đây)
Thời gian làm việc:
⦁ Ca sáng: 09h30 – 14h00
⦁ Ca tối: 16h00 – 21h
⦁ Full ngày: 10h00 – 20h30 (có nghỉ giữa ca 2 tiếng)
Quyền lợi:
⦁ Tháng nghỉ 2 ngày có lương, 1 bữa ăn trưa (áp dụng fulltime)
⦁ Môi trường làm việc thân thiện, văn minh
⦁ Cơ hội nâng cao kỹ năng phục vụ và làm việc nhóm
Mô tả công việc:
- Vệ sinh & chuẩn bị khu vực phục vụ khách
- Đón tiếp & phục vụ khách 
- Chăm sóc trong & sau bữa ăn
- Check công việc cuối ca
Yêu cầu:
⦁ Có kinh nghiệm phục vụ là một lợi thế
⦁ Cẩn thận, trung thực, nhanh nhẹn, sạch sẽ
⦁ Có khả năng giao tiếp tiếng Anh cơ bản trong dịch vụ nhà hàng
⦁ Ưu tiên các bạn có lối sống lành mạnh, ăn chay hoặc yêu thích ẩm thực chay
---
Nhà Hàng Chay Vana Vegan 
Địa chỉ: 65-67 Trung Lương 18, P. Hoà Xuân, Q. Cẩm Lệ, TP. Đà Nẵng",0
"Mình cần tìm việc làm thêm buổi chiều tối ở khu vực 
(FPT , VKU…)",0
"Tuyển gấp
- 1 nhân viên giao hàng xe tải nhỏ 
- 3 nhân viên giao hàng bằng xe máy
*Công việc: Giao hàng quanh thành phố 
Thời gian làm việc:Sáng 7h30-12h00
Chiều 13h30-17h30.  Chiều chủ Nhật nghĩ. Xăng xe công ty.
Lương 7.5 triệu-9 triệu.
Đóng bảo hiểm xã hội theo quy định. Thưởng lễ và lương tháng 13. 
Yêu cầu: tuổi từ 18-30t, có bằng lái xe 
Làm việc ở : 07 Phạm Xuân Ẩn Hoà Xuân Cẩm lệ Đà Nẵng 
Liên hệ :0973.444.034",0
"#CẦN NGƯỜI PHỤ BÁN HÀNG SỮA DINH DƯỠNG VÀ CÀ PHÊ.
Thu nhập:7 tr
Tuổi:  ( 20t đến  50 t ) 
Thời gian:-8h-11h30
                  -13h30-17h00
                (Nghĩ chủ nhật)
Không cần bằng cấp,nhiệt tình,vui vẻ.
Lh  0796668798. trao đổi trực tiếp",0
"CÔNG TY BẢO VỆ HOÀNG GIA ĐẠI LỘC
CẦN TUYỂN  GẤP 05 NHÂN VIÊN BẢO VỆ
* Đường Quảng Nam Hoà Quý - Đà Nẵng 
- Ca : 12 / 24 ( hoặc 24/24 )
Lương 6.500.000 / 1 tháng
Độ tuổi 20-60t
Địa chỉ nộp hồ sơ: Số 26 Tôn Đức Thắng , Thành Phố Đà Nẵng.
#Hotline liên hệ:  
 0905781599 Mr Chinh
 0904894443  Văn Phòng Tuyển Dụng.",0
"📣""Bố sung vị trí cần người tư vấn khách hàng,hỗ trợ khách,làm lâu dài Đà Nẵng
🎈Nam-Nữ 20-50 (Hết học)
     ✨Ca sáng:8h-11h30
     ✨Ca Chiều:13h30-17h(nghỉ trưa 2 tiếng)- [Full 8tr/T]
👉Nghiêm túc,thái độ tốt, cần việc Lh Zalo/Sđt [ 0817881761 ] nhận việc #vieclamdanang",0
"Em là nữ muốn tìm việc khu vực non nước ạ, làm giờ hành chính, như bán bánh, winmark... Ai biết k chỉ e với ạ",0
"🔥CẦN NGƯỜI PHỤ LÀM CHO CỬA HÀNG 🔥 
🔥CẦN NGƯỜI PHỤ LÀM CHO CỬA HÀNG 🔥 
KV : Ngũ Hành Sơn / Cẩm Lệ / Hoà Xuân 
           - Độ tuổi     : 25 - 45 Tuổi 
           - Thời gian  : 7h - 11h p/ 13h - 17h
           - Thu nhập  : 4triệu - 8triệu  ( tuỳ ca )
💥 Quyền lợi :
           • Công việc ổn định, làm lâu dài 
           • Môi trường, năng lượng, vui vẻ 
💥  Liên hệ trực tiếp : zalo / gọi ( 039 3564395 )",0
"🇻🇳 CẦN BỔ SUNG NHÂN SỰ 🇻🇳
Phát triển hệ thống phân phối sản phẩm hữu cơ 
🔹 1. Nhân viên tư vấn – bán hàng
– Thu nhập: 8 – 15 triệu/tháng
– Không cần kinh nghiệm – được đào tạo
– Tuổi: từ 21 trở lên
🔹 2. Quản lý kinh doanh khu vực
– Thu nhập: 10 – 22 triệu/tháng
– Ưu tiên người có tư duy phát triển, nghiêm túc làm việc
– Tuổi: 27 – 45
🕒 Giờ làm: 8h00 – 16h30
📞 Liên hệ trực tiếp: 0905276851
Tìm việc nghiêm túc – cần môi trường ổn định – inbox hoặc gọi ngay!",0
"Cần gấp vài bạn bán hàng tại chỗ #ĐÀNẴNG 
 ⏰Ca sáng : 07h30 - 11h30
         Ca chiều : 13h30 - 17h
🎡FULL / PART TIME 
💰4t: 3tr-4tr
      8t : 7tr-8tr ( tuỳ năng lực )
 💝Đủ 19t trở lên ( KHÔNG NHẬN SINH VIÊN )
    ➡️Ib trực tiếp để nhận việc",0
"Chi nhánh đồ uống khu vực #Điện Nam – Điện Ngọc
    #Cần người bán tại chỗ
Làm: 8h – 16h30, CN và lễ nghỉ
Thu nhập: 7 triệu + thưởng
LH: 0879.212.338",0
Bánh Đồng Tiến cần 1 nhân viên bán bánh mỳ tại 102 Châu Thị Vĩnh Tế,0
"TUYỂN DỤNG :
* Heemang Chicken cần tuyển
- 4 Nam Phụ Bếp 
* Công việc : Phụ bếp Gà Rán Hàn Quốc
* Thời gian : 10h30- 23h
* Không có kinh nghiệm sẽ được đào tạo 
* Ưu tiên gắn bó lâu dài.
* Làm việc tại 358a Trần Đại Nghĩa
Liên hệ : 0905644883 (trao đổi công việc )",0
"Cần tìm tuyển 2 nhân viên bán hàng tại cửa hàng trang sức mỹ nghệ - handmade 
📌Thời gian làm việc: 8h-17h ( nghỉ trưa từ 12h đến 13h, nghỉ chủ nhật) 
📌Địa điểm làm việc: 617 Lê Văn Hiến, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng
📌Mô tả công việc: bán hàng tại cửa hàng và xâu hạt, trả lời tin nhắn khách hàng …. 
KHÔNG CẦN KINH NGHIỆM CÓ NGƯỜI HƯỚNG DẪN. 
📌Yêu cầu:
Ưu tiên dưới 27 tuổi.
Công việc fulltime ổn định nên k nhận sinh viên, còn đi học….
Gắn bó lâu dài với công việc.",0
"1 nam 1 nữ cần kím việc làm thêm, có thể xoay ca cho sinh viên( gần khu vực fpt, vku)",0
"📣 MỞ RỘNG CHI NHÁNH  MỚI ĐÀ NẴNG
-(Cần người bán hàng tại chỗ )
                    ( công việc rõ ràng ) 
- Bên mình phân phối các dòng sản phẩm mẹ bé và hàng tiêu dùng ( ko cần kinh nghiệm)
- 💁‍♀️ Nữ tuổi từ 23 - 45 
⏰ Thời gian : 8h - 11h30
                        13h30 - 16h ( làm từ t2 - t7 )
      💵 Thu nhập : 7tr6_8tr9/ tháng ( làm tốt có thưởng thêm).
📲 Chi tiết gọi trực tiếp : 0366245644",0
"Cần tìm 1 cv part time gần trường đh kt , gần đường phan tứ, mk là nữ, sv năm 3",0
e cần tìm công việc phục vụ cà phê ạ đủ 2 slot quán nào còn tuyển ko tuyển e với,0
"📣 TUYỂN CỘNG TÁC VIÊN PHÁT TỜ RƠI – 5 BUỔI/ TUẦN
Anh Ngữ Phản Xạ REX cần tuyển CTV phát tờ rơi làm cố định các buổi chiều trong tuần.
⏰ Thời gian:
👉 4:00 – 5:15 chiều (xong sớm được về sớm)
📍 Khu vực phát:
– Các trường tiểu học, mầm non lân cận trung tâm
💰 Quyền lợi:
– Thu nhập theo buổi
– Có thể nhận tiền ngay sau buổi làm nếu cần
– Công việc nhẹ, phù hợp học sinh – sinh viên
📍 Điểm tập trung:
633 Lê Văn Hiến – Anh Ngữ Phản Xạ REX
🎯 Yêu cầu:
– Nhiệt tình, đúng giờ
📞 Liên hệ đăng ký: 0334 535 916
Làm nhẹ – thời gian ngắn – nhận tiền nhanh. REX chào đón bạn! 🚀",0
"Quán bún đậu 1996 cần tuyển 1 nhân viên nữ 
 Thời gian:17-22h (full time)
Lương :18k/1h  
Địa chỉ: 358 Trần Địa Nghĩa -Hoà Hải -NHS
Liên hệ:0905421171-0935335847(ib)",0
"⛵️⛵️⛵️NHÂN DỊP KHAI TRƯƠNG SẢN PHẨM MỚI CẦN NGƯỜI BÁN HÀNG TẠI CỬA HÀNG BÁN BỘT NHÀU, CACAO ĐÀ NẴNG CHO KHÁCH VIỆT VÀ NƯỚC NGOÀI :
(Xoay ca và cả ngày) Nhận tiền theo ngày : 150k - 250k
👉 Yêu cầu: Siêng năng và chăm chỉ.
- LIÊN HỆ: 0888923409 và gặp trực tiếp anh Quyền
(Zalo: 0888923409)",0
"☕️ TUYỂN NHÂN VIÊN NỮ PHỤC VỤ QUÁN CÀ PHÊ
📍 Địa chỉ: Ngã 4 Nam Kì Khởi Nghĩa và Trần Đại Nghĩa
⏰ Thời gian làm việc
Ca sáng 7h - 12h.
Ca tối: 5h30 đến hết khách (khoảng 22h-22h30)
Xoay ca linh hoạt, xếp ca theo time rảnh
👉 Yêu cầu:
 • Nhanh nhẹn, trung thực, vui vẻ
 • Không cần kinh nghiệm, sẽ được đào tạo
☎️Sdt: 0796905462 (zalo)",0
"LEAFY KITCHEN TUYỂN DỤNG
* Địa chỉ : K72 /20 Nguyễn Văn Thoại , ĐN
Leafy Kitchen mở rộng , cần tuyển nhân sự :
-Nhân viên nữ : 18 -25t 
+Pha chế , phụ việc vặt quán ăn  bán mang đi .
 1.  ca 7h-12h 
2. ca 12h -17h 
3. ca 17h -21h 
Phụ bếp 9h -17h (sơ chế + chế biến các món đơn giản mang đi ) ưu tiên những bạn mới ra trường ưa học hỏi., ko yêu cầu kn .Sẽ được training .
-Lương :
+ Đối với nv pha chế ,phụ việc  thử việc 20k/h tháng đầu , tháng thứ 2 trở đi 22k/h 
+Phụ bếp lương thoả thuận. 
- Trợ cấp tiền ăn 25k/ ca , tháng được off 4 ngày tuỳ chọn .
- Tăng lương tuỳ theo năng lực , có thưởng doanh thu + tip. 
Lễ tết x2 ,x3 ngày lương.
Môi trường làm việc hoà đồng, năng động, chủ siêu dễ thương . 
Các bạn LH fb hoặc qua zalo 0328337220",0
"🧨🧨 MỞ RỘNG KHU VỰC, BỔ SUNG NGƯỜI LÀM 🧨🧨
Khu vực: Hải Châu-Thanh Khê-Liên Chiểu 
Công việc: Bán những mặt hằng đồ uống, khoáng
        *Sáng: 8h00 - 11h30
        *Chiều: 13h30 - 17h00
✅ Ưu tiên những bạn làm việc lâu dài
📮 Độ tuổi: 20-45t.  Không nhận sinh viên 
💰Thu nhập: 7,5tr - 8,5tr
📥 Liên hệ zalo: 0388835507",0
"HỆ THỐNG BÁNH MÌ- CÀ PHÊ GHIỀN CẦN TUYỂN
1.       Nhân viên Bartender – số lượng: 06 ca S-C-T
=> yêu cầu: biết pha chế cơ bản, sẽ được đào tạo thêm trong quá trình làm việc
2.       Nhân viên bán bánh mì – số lượng : 04 ca S-C-T
=> yêu cầu: khôgn cần kinh nghiệm chỉ cần siêng học
3.       Nhân viên phục vụ - số lượng: 10 ca S-C-T
=> yêu cầu: năng lượng bùng nổ, lấy nụ cười làm vũ khí
4.       Nhân viên thu ngân – số lượng: 04, ca S-C-T
=> yêu cầu: trung thực, tính tiền nhanh như chớp, sai tự chi =))
5.       Nhân viên sơ chế - số lượng: 02. Ca hành chính
=> yêu cầu: sạch sẽ, trung thực
Vì sao nên chọn GHIỀN ?
-          Môi trường làm việc siêu chill, có hồ cá KOI THÉ siêu  xanh mát, team lại trẻ trung, thân thiện, trai xinh gái đẹp xung quanh, điểm check in siêu chất
-          Lương thưởng hấp dẫn, tăng lương tuỳ theo năng lực, sự cống hiến và nỗ lực sẽ được ghi nhận ngay lập tức
-          Được đào tạo từ A-Z, học pha chế free
-          Cơ hội thăng tiến: nếu làm tốt và ham học hỏi có thể apply sang vị trí bartender, trưởng ca
-          Được tham gia team-building, ăn chơi, quẩy cùng team
Yêu cầu:
-          Độ tuổi: 18-26, năng động yêu thích công việc
-          Không cần kinh nghiệm, chỉ cần dám học, dám quẩy
-          Có thể làm ca 4-8 tiếng, xoay ca phù hợp vs lịch học
Cách thức ứng tuyển:
Gởi thông tin cơ bản gồm:
-          Họ và tên
-          Ngày tháng năm sinh:
-          Địa chỉ:
-          Sđt:
-          Hiện đang học/làm việc tại:
-          Kèm 1 ảnh siêu chất của bản thân đến zalo: 0935090224
WARMLY WELCOME  các genZ!",0
"🎈 Mình Cần 2-3 bạn bán thức uống cho khách Việt và khách du lịch ( Nam/ Nữ , Trên 18 tuổi) Có hỗ trợ xoay ca sinh viên
🌻 Nhận tiền theo ngày hoặc tháng 
Liên hệ Zalo Sđt: 0877572768 ( Nữ)",0
cần tìm việc cho ứg trước đc ko mn,0
"Cần 1 người phụ làm rau,dọn dẹp quán bán bánh xèo.15 nguyễn đình chiểu",0
