text,is_recruitment,cat_reason,label,legit_reason
"[Sign-on Bonus upto 2 months] Everfit | Happy Thanksgiving  
We’re a tech product company using AI to build global fitness & wellness solutions
Nhân dịp ""Lễ Tạ Ơn"", Everfit vừa tổ chức Thanksgiving Peer Gratitude - là dịp để mọi người “bóc phốt"" nhau theo hướng ""tích cực”. Đây là lúc mà mọi người lắng nghe được những lời cảm ơn chân thành nhất trong suốt thời gian làm việc cùng nhau💗. Nói chung là một buổi ấm áp kiểu: ít nghi thức, nhiều tiếng cười 😆
✨ Và để bổ sung thêm 1 số vị trí:
Middle-Senior #Nodejs  🔥🔥🔥 
#Head_of_Engineer  + good English 
#Technical_Lead + good English
#Frontend_Lead (Reactjs) + good English
#Automation_QA_Lead + good English
#Solution_Architect + good English
Senior #AI (NLP, LLM, Agents) + good English
Middle-Senior #DevOps (AWS)
Middle-Senior #DevSecOps 
Middle-Senior #Fullstack (Reactjs + Nodejs) -> prefer strong Nodejs 
Middle-Senior #BA + good English
Middle-Senior #Scrum_Master + good English
Senior #Data_Analyst + good English
Senior #Data_Engineer + good English
Middle-Senior #Data_Labelling
Middle-Senior #Automation_QA 
Middle-Senior #Manual_QA 
Middle-Senior #Android
Middle-Senior #iOS 
Junior-Middle #Technical_Support -> làm T7, CN và 3 ngày trong tuần
Và 1 số vị trí Back_Office:
Middle-Senior #Executive_Assistant (Product Development Focused) + good English
Middle-Senior #Talent_Acquisition + good English
✨ Everfit xin được offer các benefits sau:
100% lương BHXH 
15 ngày nghỉ trong 1 năm (12 annual leave + 3 sick leave)
 PVI premium health care 
Cấp full thiết bị làm việc 
Sport clubs (badminton, pickleball, football)
Happy Friday everyweek 
Monthly workshops
Company trip and Summer trip 
And much more!!! 
-------------------------------------------------
Everfit Vietnam
🏢 Vietinbank building, 36 Tran Quoc Toan, Da Nang",1,Bài viết nêu rõ việc tuyển dụng nhiều vị trí với yêu cầu kỹ năng cụ thể.,1,Tin tuyển dụng từ công ty Everfit với địa chỉ cụ thể. Mức lương và yêu cầu kỹ năng được nêu rõ ràng.
"DA NANG - TECHNICAL ARCHITECT .NET - OPEN TO DEAL (HYBRID WORKING)
- Từ 6 năm làm .Net
- Thành thạo C#, .NET Framework, .NET Core, ASP.NET (Core), MVC, Web API
- Sử dụng được 1 ngôn ngữ FE bất kỳ
- Tiếng anh giao tiếp tốt
- Có kn làm presale và devops
THỜI GIAN LÀM VIỆC: THỨ HAI – THỨ SÁU, TỪ 9:00 – 18:00
ĐỊA ĐIỂM LÀM VIỆC:
Tầng 19, Tòa nhà VietinBank, Số 36 Trần Quốc Toản, Phường Hải Châu, TP. Đà Nẵng
QUY TRÌNH PHỎNG VẤN: (2 VÒNG – ONLINE)
Vòng 1: Phỏng vấn với Line Manager
Vòng 2: Phỏng vấn với Technical Manager và Technical Director
Liên hệ:
vietthao@dtalent.vn / thaodtalent@gmail.com
0963.061.055",1,"Tin đăng có mô tả vị trí công việc (Technical Architect .NET), yêu cầu kỹ năng và kinh nghiệm cụ thể, quy trình phỏng vấn được nêu rõ.",1,"Tin tuyển dụng có địa chỉ làm việc cụ thể, mô tả công việc rõ ràng và thông tin liên hệ."
"🔥 OTEK TUYỂN FULLSTACK DEVELOPER – HỢP ĐỒNG 3–6 THÁNG (ONSITE ĐÀ NẴNG)
Chúng tôi cần 2-3 bạn Fullstack Developer tham gia các dự án thực tế (SaaS, nền tảng dịch vụ số, hệ thống nội bộ…).
Nếu phù hợp tư duy & hiệu suất, sẽ xem xét:
Gia hạn hợp đồng
Offer Fulltime
Hoặc trở thành Core Team 
👤 Yêu cầu chính
Không phân biệt số năm kinh nghiệm – chỉ cần chứng minh được năng lực.
Có tư duy sản phẩm, chủ động đề xuất, không chỉ “code theo spec”.
Đã từng làm project cá nhân / demo / coursework / website / app (có link càng tốt).
Biết tự học, chịu nhận feedback, dám chịu trách nhiệm với phần việc của mình.
👉 Sinh viên mới tốt nghiệp: vui lòng đính kèm bảng điểm PDF khi ứng tuyển.
🛠 Tech Stack ưu tiên
Không cần “biết hết”, chỉ cần học nhanh và làm được:
Backend: Go / NodeJS / Python
Frontend: React / NextJS
Database: PostgreSQL / MongoDB
Bonus: Docker, CI/CD, Cloud, Gits
Architecture: Microservice, clean architecture là lợi thế
📌 Công việc chính (tóm tắt)
Tham gia xây dựng & phát triển các hệ thống nội bộ và sản phẩm của OTEK.
Phân tích yêu cầu, trao đổi trực tiếp với team để làm rõ bài toán.
Tham gia review code, tối ưu hiệu năng, cải thiện trải nghiệm người dùng.
Viết tài liệu kỹ thuật cơ bản cho phần mình phụ trách.
🏢 Hình thức làm việc
 Onsite full-time tại văn phòng
📍 193 Xô Viết Nghệ Tĩnh, phường Khuê Trung, Đà Nẵng 
Thời gian: T2–T6, 8h–17h30
Thời hạn:  Hợp đồng 3–6 tháng, có lương theo năng lực (trao đổi khi phỏng vấn).
🔁 Cuối kỳ sẽ review performance → lựa chọn:
Gia hạn hợp đồng
Offer Fulltime dài hạn.
Trở thành Core contributor / Core Team
🎁 Quyền lợi 
Được làm dự án thật, có người hướng dẫn, code được review kỹ.
Cơ hội làm việc với các hệ thống real-time, high-traffic, microservice.
Môi trường thẳng thắn, tập trung vào kết quả & sự phát triển của từng cá nhân.
Cơ hội lên Core Team nếu gắn bó và thể hiện tốt.
📩 Cách ứng tuyển
Gửi email về kythuat@otek.com.vn hoặc inbox kèm:
 Họ tên đầy đủ
Giới thiệu ngắn về bản thân (background, định hướng)
Link GitHub / sản phẩm / demo / portfolio
CV 
Bảng điểm (bắt buộc với sinh viên mới tốt nghiệp)
(Tiêu đề email gợi ý: [FULLSTACK] Họ tên – Fresher/Junior)
🚀 “Không cần giỏi sẵn — chỉ cần dám làm, dám thử và dám chịu trách nhiệm.”
Nếu bạn muốn tìm một nơi để lao vào làm thật và lớn lên nhanh, hãy ứng tuyển.",1,"Tin tuyển dụng Fullstack Developer với yêu cầu kỹ năng, hình thức làm việc và quyền lợi được nêu rõ.",1,"Tin tuyển dụng rõ ràng về công việc, yêu cầu kỹ thuật, địa chỉ làm việc cụ thể. Mức lương theo năng lực là thông thường."
"Đà Nẵng
Middle/Senior IT COMTOR từ 3 năm KN, mạnh biên phiên dịch cả 2 đầu. Range max 50M++, upto 15 tháng lương/năm",1,Mô tả vị trí IT COMTOR và yêu cầu kinh nghiệm.  Có đề cập đến mức lương.,1,"Việc công ty IT, có yêu cầu kỹ năng cụ thể, nêu rõ mức lương (max 50M++), upto 15 tháng lương/năm."
"🎯 APPLY NHANH TAY, NHẬP HỘI NHÀ FLYDINO NÀOOOOOO 🎯
Flydino đang cần gấp 1 bạn ở vị trí Middle Tester
Vừa test vui, vừa nhận lương cao — nghe mê chưa? 😆
🔍 Lý do bạn sẽ thích làm việc ở Flydino:
Hưởng 100% lương và tham gia đầy đủ BHXH ngay trong thời gian thử việc.
Bảo hiểm sức khỏe cao cấp.
Teambuilding quý, năm.
🔍 Tiêu chí ứng tuyển:
Có tối thiểu 3 năm kinh nghiệm ở vị trí tương đương (Test Website, Mobile - App)
Am hiểu về quy trình phát triển Website và các giai đoạn testing
Có kinh nghiệm lập Test Cases, Test Data (Có thể lập plan test là một lợi thế)
Có kinh nghiệm test API với Postman, charles tool
🔍 Thời gian làm việc: Thứ 2 - Thứ 6 (8:00 - 17:00)
Môi trường làm việc năng động, thoải mái.
Đừng ngần ngại để comment hoặc direct message để nhận được thông tin về JD & chế độ phúc lợi nhé!
🔍 Chi tiết liên hệ:
Zalo: 0702 076 075 (Ms. Nguyên)
Mail: nguyenph@flydinotech.com
-----------------------------------------------
𝗙𝗟𝗬𝗗𝗜𝗡𝗢 𝗧𝗘𝗖𝗛𝗡𝗢𝗟𝗢𝗚𝗬 - 𝗗𝗢 𝗜𝗧 𝗧𝗢𝗚𝗘𝗧𝗛𝗘𝗥
🏢 Số 560 Hoàng Thị Loan, Phường Hòa Khánh, TP. Đà Nẵng 
🌐 https://flydinotech.com",1,"Tin đăng có tiêu chí ứng tuyển, mô tả công việc và thông tin liên hệ rõ ràng.",1,"Tin tuyển dụng từ công ty Flydino Tech, có địa chỉ cụ thể, mô tả rõ ràng về vị trí và yêu cầu. Mức lương không được nêu rõ nhưng phù hợp với thị trường."
"SuprmeTech tuyển dụng các vị trí trong tháng 12 cuối năm 🧡💙
Không nhân dịp gì cả, chỉ là SupremeTech đang cần rất nhiều vị trí về team để cùng nhau chạy KPI cuối năm 
Technical Leader: 7+ năm kinh nghiệm, mạnh BE. Offer upto 50M
Project Manager: 5+ năm kinh nghiệm BA/PM. Offer upto 40M
IT Comtor/BA tiếng Nhật: N2 trở lên, chấp nhận từ level Fresher Comtor. Offer upto 30M
Với nhiều đãi ngộ hấp dẫn, các chính sách khuyến khích các UV tỉnh khác relocate vào Đà Nẵng. 😎
Anh chị em quan tâm job nào nhanh tay nhắn Hoàng để nhận thêm thông tin và được hỗ trợ từ A đến Z nhé ạ 💌",1,Văn bản mô tả rõ ràng việc tuyển dụng các vị trí với kinh nghiệm và mức lương cụ thể.,1,"Tin tuyển dụng từ công ty SuprmeTech, có nêu rõ vị trí, kinh nghiệm cần thiết và mức lương.  Việc công ty/quán xá nên được đánh giá là uy tín."
"Bạn nào đang tìm cơ hội mới trong mảng Automation Testing (Java) thì ghé qua nè. Yêu cầu tầm 4 năm kinh nghiệm, quen tay với Selenium WebDriver, API test, PostgreSQL, GIT.
📍Địa điểm: Đà Nẵng.
📞 +84 354 864 113",1,Tin đăng tìm người có kinh nghiệm Automation Testing (Java) với yêu cầu cụ thể về kỹ năng và địa điểm làm việc.,1,"Tin tuyển dụng công ty/quán xá, có địa chỉ cụ thể."
"Hiện dự án đang tìm kiếm #NETFullstack Developer, #NETTechnical Leader và #AutomationTester có:
▶Từ 5 năm kinh nghiệm trở lên
▶Tiếng Anh giao tiếp tốt
🎯 Đãi ngộ hấp dẫn:
▶ Signing bonus lên tới 35 triệu đồng khi gia nhập trước 23/12/2025
▶Hỗ trợ chuyển vùng đến 100 triệu đồng cho ứng viên từ Hà Nội/HCM về Đà Nẵng
Cơ hội onsite tại châu Âu, Mỹ, Trung Đông
▶Làm việc cùng khách hàng top-tier và đội ngũ Manager, Team Lead dày dạn kinh nghiệm
📅 Thời gian ứng tuyển: 16/10 – 23/12/2025
📍 Địa điểm: Đà Nẵng | Hà Nội | TP.HCM
Inbox em để apply nhanh nhất nhe cả nhà",1,"Tin đăng có thông tin tuyển dụng vị trí #NETFullstack Developer, #NETTechnical Leader và #AutomationTester với yêu cầu kinh nghiệm, kỹ năng và điều kiện làm việc.",1,"Tin tuyển dụng rõ ràng về vị trí, kinh nghiệm, địa điểm làm việc. Mức lương và đãi ngộ cũng được nêu ra cụ thể."
"[Đà Nẵng] IT Comtor & Business Analyst
Client bên em là công ty chuyên thị trường Nhật cần tìm 3 bạn Comtor và BA về với team, mời cả nhà tham khảo job ạ:
1. IT Comtor - Up to 50M Gross
Từ 3 năm kinh nghiệm tương đương
Tiếng Nhật N2 trở lên, giao tiếp tốt
Phỏng vấn nhanh 1 vòng
2. Business Analyst  - Up to 27M Gross
Từ 1 năm kinh nghiệm tương đương
Tiếng Nhật N2 trở lên, giao tiếp tốt
Phỏng vấn 2 vòng onl
Ib em để nhận thông tin chi tiết nhen cả nhà
💌 𝐯𝐢𝐞𝐭𝐭𝐡𝐚𝐨@𝐝𝐭𝐚𝐥𝐞𝐧𝐭.𝐯𝐧 / 𝐭𝐡𝐚𝐨𝐝𝐭𝐚𝐥𝐞𝐧𝐭@𝐠𝐦𝐚𝐢𝐥.𝐜𝐨𝐦
📞 𝟎𝟗𝟔𝟑.𝟎𝟔𝟏.𝟎𝟓𝟓",1,"Tin đăng tìm kiếm Comtor và Business Analyst với mức lương cụ thể, yêu cầu kinh nghiệm và trình độ tiếng Nhật. Có thông tin liên lạc để nhận thêm chi tiết.",1,"Tin tuyển dụng công ty IT, có địa chỉ liên hệ rõ ràng, mức lương hợp lý."
"[Freelancer] Mình cần Dev IOS (Swift). Có Exp về App Tool (Cleaner, PDF, Translator ....). Các bạn IB mình nhé. Thanks ^^",1,Tin đăng tìm kiếm người có kỹ năng Dev IOS (Swift) để làm việc.,1,"Việc freelancer, thiếu địa chỉ cụ thể nhưng có mô tả công việc rõ ràng. Mức lương không quá cao."
"CMC Global Đà Nẵng + Hồ Chí Minh
Tuyển dụng trước Tết - Onboard sau Tết dương
Tuyển Dụng:
Python developer - 3-4 năm kinh nghiệm
Python lead - 5-6 năm kinh nghiệm
Yêu cầu:
Có kinh nghiệm lead team với team size từ 5-6 member đối với vị trí leader
Tiếng Anh giao tiếp tốt đối với ứng viên ứng tuyển tại HCM
Quyền lợi:
Offer dựa trên expect + 14 tháng lương + thưởng dự án
Ib nhận JD hoặc gửi CV về lnpthuy@cmcglobal.vn",1,"Văn bản chứa thông tin tuyển dụng rõ ràng: vị trí công việc, yêu cầu, quyền lợi và cách liên hệ.",1,"Tin tuyển dụng từ công ty CMC Global có địa chỉ cụ thể (Đà Nẵng và Hồ Chí Minh), mô tả rõ ràng về vị trí và yêu cầu. Mức lương dựa trên expect + 14 tháng lương + thưởng dự án là hợp lý."
"Em tìm 1 anh SA và 4 Senior Fullstack Java từ 5YOE có EN tốt làm với thị trường US/UK. Offer thoải mái, có hỗ trợ OB qua 2026.",1,"Tin đăng tìm kiếm nhân viên với yêu cầu cụ thể về vị trí (SA, Senior Fullstack Java) và kinh nghiệm (5YOE).",0,Thiếu địa chỉ công ty/quán xá. Xưng hô 'Em tìm' không chuyên nghiệp.
"📌Đà Nẵng
Product về thiết bị Y tế công nghệ cao của US tìm C++ DEV 3+yoe & Eng giao tiếp khá. Range 40M + cơ hội training tại US",1,Tin đăng tìm kiếm C++ DEV với yêu cầu kinh nghiệm và mức lương cụ thể.,1,"Việc công ty/quán xá, có nêu rõ lĩnh vực (thiết bị Y tế), yêu cầu kỹ thuật (C++ DEV) và mức lương. "
"Công ty TNHH KJ GLOBEXUS tuyển dụng Lập Trình Viên Ứng Dụng Desktop (Số lượng: 02)
THỜI GIAN & ĐỊA CHỈ LÀM VIỆC
– Giờ làm việc: 08h30 – 17h30 (nghỉ chiều thứ 7 & Chủ nhật)
– Địa chỉ: Tầng 15 – Toà nhà Phi Long, 52 Nguyễn Văn Linh, Hải Châu, Đà Nẵng
QUYỀN LỢI
• Mức lương cạnh tranh, thỏa thuận theo năng lực (Up to 20tr).
• Môi trường làm việc chuyên nghiệp, có cơ hội phát triển trong lĩnh vực FinTech và Giao dịch tài chính toàn cầu.
• Được tham gia vào các dự án quốc tế, làm việc cùng đội ngũ kỹ sư nhiều kinh nghiệm.
CÁCH ỨNG TUYỂN
Hồ sơ gửi qua email: hr@kj-globexus.com Tiêu đề email: [APPLY]_ Vị trí ứng tuyển _ Tên người ứng tuyển
Liên hệ: 02363822239",1,"Tin tuyển dụng Lập Trình Viên Ứng Dụng Desktop với thông tin về thời gian làm việc, địa chỉ, quyền lợi và cách ứng tuyển.",1,"Tin tuyển dụng công ty rõ ràng địa chỉ làm việc, mô tả công việc cụ thể, có số điện thoại liên hệ."
"🚀 Tìm gấp thành viên mới trong team QA 
🔍 Các vị trí: 
- [Ha Noi, Da Nang] QA Automation Engineer (JS)
- [Ha Noi, Da Nang, HCM] QA Automation Engineer (Java)
- [Ha Noi, Da Nang] Senior QA Engineer (Manual + Automation)
 📩 Muốn biết thêm chi tiết, inbox mình hoặc gửi ""tín hiệu"" qua các kênh sau:
 📞 +84 354 864 113 (Zalo)
 💬 Teams: live:.cid.ff4c0cfed507ea14
⏳ Nhanh tay ping mình nhận JD bạn nhé!",1,Tin đăng tuyển dụng với các vị trí QA Automation Engineer và Senior QA Engineer.,1,"Tin tuyển dụng rõ ràng vị trí, địa điểm và liên hệ qua Zalo/Teams.  Mức lương không được nêu ra nhưng phù hợp với thị trường."
"📌 FPT Software Đà Nẵng 📌
Hỗ trợ #Chuyển_vùng: 80M - 100M  🔥 Hỗ trợ onboard 2026 🔥
Bên Nhàn đang cần: 05 #AI 💥 Level: Middle/Senior trở lên 💥 Tiếng Anh khá - tốt 🔥💚",1,"Tin đăng chứa từ khóa '#AI', 'Level: Middle/Senior trở lên' và mô tả vị trí công việc.",1,"Tin tuyển dụng từ công ty FPT Software Đà Nẵng, có mức lương cụ thể và yêu cầu về trình độ. "
"Cty mình cần gấp 1b Auto QC, Eng khá ob tháng 12, làm dự án outsource Sing
Range 2-4x
Pv 1 round",1,"Mô tả vị trí công việc cụ thể (Auto QC), yêu cầu kỹ năng (Eng khá), thời gian làm việc (tháng 12) và điều kiện (dự án outsource Sing, Range 2-4x)",1,"Việc công ty, thiếu địa chỉ cụ thể nhưng có thông tin dự án outsource Sing, mức lương hợp lý."
