text,is_recruitment,cat_reason,label,legit_reason
"Cần tìm tuyển 2 NỮ nhân viên bán hàng tại cửa hàng trang sức mỹ nghệ - handmade 
📌Thời gian làm việc: 8h-17h ( nghỉ trưa từ 12h đến 13h, nghỉ chủ nhật) 
📌Địa điểm làm việc: 617 Lê Văn Hiến, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng
📌Mô tả công việc: bán hàng tại cửa hàng và xâu hạt, trả lời tin nhắn khách hàng …. 
KHÔNG CẦN KINH NGHIỆM CÓ NGƯỜI HƯỚNG DẪN. 
📌Yêu cầu:
Ưu tiên dưới 27 tuổi.
Công việc fulltime ổn định nên k nhận sinh viên, còn đi học….
Gắn bó lâu dài với công việc.",1,"Tin đăng có từ khóa 'tuyển', mô tả công việc bán hàng cụ thể và yêu cầu ứng viên.",1,"Tin tuyển dụng rõ ràng địa chỉ cửa hàng, mô tả công việc cụ thể, không có dấu hiệu lừa đảo."
"💥 CẦN BỔ SUNG NHÂN SỰ ĐÀ NẴNG
✅𝐕ị trí: 
𝟏/ 𝐓𝐮̛ 𝐯𝐚̂́𝐧 𝐛𝐚́𝐧 𝐡𝐚̀𝐧𝐠
𝟐/ 𝐐𝐮𝐚̉𝐧 𝐥𝐲́ 𝐩𝐡𝐚́𝐭 𝐭𝐫𝐢𝐞̂̉𝐧 𝐤𝐢𝐧𝐡 𝐝𝐨𝐚𝐧𝐡
3/ Cộng tác viên bán hàng.
✅𝐐uyền lợi: 
- Thời gian: 8h00 - 16h30. Off chủ nhật.
- Được phát huy tiềm năng bthan. Có cơ hội phát triển sự nghiệp. 
- Được đào tạo và lộ trình thăng tiến rõ ràng.
- Chế độ chính sách, thưởng theo quy định. Bảo hiểm.
- TN: 10-25 tr/ tháng.
✅𝐘êu cầu: 
- Tốt nghiệp Trung cấp trở lên. 
- Độ tuổi: 25 - 50. 
📩 Cụ thể công việc được trao đổi trực tiếp. Liên hệ 0787725192",1,"Tin đăng có mô tả rõ ràng về các vị trí công việc cần tuyển dụng, yêu cầu và quyền lợi.",1,"Tin tuyển dụng có địa chỉ cụ thể (Đà Nẵng), mô tả công việc rõ ràng, lương trong khoảng hợp lý."
"🧨🧨 MỞ RỘNG KHU VỰC, BỔ SUNG NGƯỜI LÀM 🧨🧨
Khu vực: Hải Châu-Thanh Khê-Liên Chiểu 
Công việc: Bán những mặt hằng đồ uống, khoáng
        *Sáng: 8h00 - 11h30
        *Chiều: 13h30 - 17h00
✅ Ưu tiên những bạn làm việc lâu dài
📮 Độ tuổi: 20-45t.  Không nhận sinh viên 
💰Thu nhập: 7,5tr - 8,5tr
📥 Liên hệ zalo: 0388835507",1,"Tin đăng tuyển dụng nhân viên bán hàng với thông tin về giờ làm việc, thu nhập và cách liên hệ.",1,"Việc bán hàng tại quán/cửa hàng, có địa chỉ cụ thể khu vực Hải Châu-Thanh Khê-Liên Chiểu."
"Lương tháng học việc  đầu tiên
6.000.000( ăn uống tự túc)
-tháng thứ 2 đảm bảo từ 7,5triệu trở lên( lắp ráp bàn ghế và tủ nhựa )
** Làm đủ 12 tháng, cuối năm được thưởng tháng lương, đủ 6 tháng được thưởng nữa tháng lương.
**Nghỉ 4 ngày chủ nhật (2 cn tính lương,2 ko tính lương)
Thời gian làm việc 8k10 - 6h15  pm ( trưa nghỉ ngơi tại cty)
❤️❤️Địa chỉ  làm việc:
❤️❤️ 196-198 Bùi Trang Chước ,Hoà Xuân- TP Đà Nẵng
Lh : 0913.034358 Anh Huy",1,"Mô tả công việc, mức lương, điều kiện làm việc và địa chỉ liên hệ. ",1,Tin tuyển dụng công ty/quán xá có địa chỉ cụ thể. Mức lương phù hợp thị trường.
"🥰 TUYỂN NHÂN VIÊN BÁN HÀNG BUỔI SÁNG – XÔI XÉO T1 🥰
🥰 TUYỂN NHÂN VIÊN BÁN HÀNG BUỔI SÁNG – XÔI XÉO T1 🥰
💫 Bạn là người siêng năng, đúng giờ, vui vẻ và muốn kiếm thêm thu nhập buổi sáng?
👉 Xôi Xéo T1 đang cần nữ nhân viên bán hàng làm việc ổn định và lâu dài!
🕓 Thời gian:
⏰ Từ 5h30 – 10h sáng (bao gồm chuẩn bị và dọn hàng).
📆 Làm ít nhất 3 tháng, có thể sắp xếp theo lịch học của sinh viên.
💰 Thu nhập:
20.000đ/giờ
Làm tốt & gắn bó lâu dài: 22.000đ/giờ
🎁 Có thưởng thêm nếu làm việc chăm chỉ và trách nhiệm!
📍 Địa điểm làm việc (chọn nơi gần bạn nhất):
05 Lê Tấn Trung
170 Nguyễn Công Trứ
187 Nguyễn Văn Thoại
63 Phan Đăng Lưu
163 Nguyễn Hữu Thọ
331 Trưng Nữ Vương
181 Phan Thanh
175 Ông Ích Đường
📞 Liên hệ ngay để nhận việc:
📱 Anh Tuấn – 0935 099 684
💬 Zalo: 0965 973 940",1,"Tin tuyển dụng nhân viên bán hàng với thông tin về thời gian làm việc, mức lương và địa điểm.",1,Tin tuyển dụng rõ ràng địa chỉ làm việc tại nhiều vị trí khác nhau. Mức lương phù hợp với công việc bán hàng buổi sáng.
CẦN Nữ PHỤ BÁN DÒNG SẢN PHẨM THIÊN NHIÊN .TỪ 25t-55t  LÀM TẠI THANH KHÊ . KĐ: 5t-6t.TG:8h-11h30 CHIỀU:1h30-17h .LH :0935637096,1,Tin đăng tìm người phụ bán hàng tại Thanh Khê với mức lương và giờ làm cụ thể.,1,"Việc công ty/quán xá, có địa chỉ cụ thể tại Thanh Khê."
"🚨🚨🚨CẦN 2 BẠN PHỤ LÀM TẠI ĐÀ NẴNG.
📍GIỜ: 
▪️8h-11h30▪️13h30-17h: 4tr2
=> Fulltime (8h-17h): ~8tr5 + thưởng chế độ cao
📍YÊU CẦU: 20-45 tuổi, nghiêm túc, lâu dài",1,Tin đăng tìm người làm việc với yêu cầu giờ giấc và mức lương cụ thể.,0,"Thiếu địa chỉ cụ thể, xưng hô 'cần' thiếu chuyên nghiệp, mức lương cao cho việc nhẹ."
"🔈🔉🔊CHI NHÁNH MỞ RỘNG, BỔ SUNG NGƯỜI LÀM
Khu vực: Hải Châu-Thanh Khê
💰Thu Nhập: 6 triệu - 8 triệu
Công việc: Bán những mặt hàng tiêu dùng
        Sáng: 8h - 11h30
        Chiều: 13h30 - 17h
( Nghỉ chủ nhật, lễ tết)
ưu tiên những bạn làm lâu dài và cần công việc
  Độ tuổi: 22-35t.  ❌Không nhận sinh viên 
📱Liên hệ zalo:0375970043",1,"Tin đăng tuyển người bán hàng với thông tin về khu vực, thu nhập, giờ làm và yêu cầu độ tuổi.",1,"Việc bán hàng tại quán xá, có địa chỉ khu vực Hải Châu-Thanh Khê. Mức lương hợp lý."
"Tuyển nhân viên Bảo Vệ Đà Nẵng.
Lương cứng 5.300k thu nhập trên 7.000k liên hệ sdt 0905067739. Ai có nhu cầu tìm việc hoặc có người quen giới thiệu giúp!
Công việc: Trực bảo vệ căn hộ cao cấp/ Sân Golf
Làm 24h nghĩ 24h. 
Yêu cầu: Tuổi từ 20 đến 60.
Làm ca hành chính từ 8h30 đến 17h30
Yêu cầu tuổi từ 20 đến 45
Địa điểm làm việc : sát Cocobay Đà Nẵng
Có chỗ ở lại miễn phí cho người ở xa",1,"Tin đăng có từ khóa 'Tuyển nhân viên', mô tả công việc bảo vệ cụ thể và yêu cầu tuổi tác, địa điểm làm việc.",1,"Việc công ty/quán xá (Bảo Vệ), có địa chỉ cụ thể (sát Cocobay Đà Nẵng)"
"🔴 PÓP tuyển nhân viên ( bạn lưu ý giúp PÓP việc dành cho những bạn ” thật sự “ cần việc nhé ! )
✔️  nhân viên phục vụ nữ
✔️Thời gian làm việc :  
. Ca 1 :       15h - 18h
. Ca 2 :       18h - 21h30
. Full ca :   15h - 21h30 
( tuần làm 3-4b , xoay ca linh hoạt )
✔️ Lương 18k/h
✔️ Làm chuyên cần cuối tháng có thưởng , ngày lễ - tết được nghỉ , và còn nhiều ưu đãi khác cho nv nhé ….
‼️ Yêu cầu chung : 
- Chủ động trong công việc
- Trung thực, nghiêm túc, nhanh nhẹn , vui vẻ và hoà đồng
- không cần kinh nghiệm , vào làm sẽ có nv chỉ việc cụ thể
✔️Chi tiết công việc … sẽ được trao đổi cụ thể thêm khi vào làm 
✔️Bạn nào quan tâm inb Chị hoặc liên hệ qua SĐT: 
 0905 719 248 (chị Tâm )
🫶 𝗣𝗢́𝗣 𝗖𝗵𝗶𝗰𝗸𝗲𝗻 & 𝗠𝗶𝗹𝗸𝘁𝗲𝗮 
🪴 ĐC : 𝟯𝟰𝟮 𝗡𝗴𝘂𝘆𝗲̂̃𝗻 𝗗𝘂𝘆 𝗧𝗿𝗶𝗻𝗵 - 𝗡𝗴𝘂̃ 𝗛𝗮̀𝗻𝗵 𝗦𝗼̛𝗻 - Đ𝗮̀ 𝗡𝗮̆̃𝗻𝗴 
⏰ 𝗚𝗶𝗼̛̀ 𝗛𝗼𝗮̣𝘁 Đ𝗼̣̂𝗻𝗴 : 
              14h00 - 21h00
☎️  0905719248",1,"Tin đăng tuyển nhân viên phục vụ với chi tiết thời gian làm việc, lương và yêu cầu.",1,Tin tuyển dụng từ quán ăn/quán cafe có địa chỉ cụ thể. Mức lương phù hợp thị trường.
"4/ Quán cẩn tuyển nhân viên tạp vụ (377/26 hải phòng)
SL: 1
Thời gian: 17h-23h
Lương: 4tr5/ tháng (tháng nghỉ 2 ngày có lương)
Độ tuổi: 30-50t
Lh: 0705956987
33 Phan Huy Chú",1,"Tin đăng tuyển nhân viên tạp vụ với thông tin về thời gian làm việc, lương và yêu cầu độ tuổi.",1,"Tin tuyển dụng quán cẩn tạp vụ, có địa chỉ cụ thể (33 Phan Huy Chú)"
"43 Coffee & Milk Tea 
🏦Địa chỉ: 315 Lê Văn Hiến
-Quán cần tuyển pha chế
           số lượng:3 bạn
-Thời gian: 
+ Ca 1: 6hkem15 tới 14h
+Ca 2:14h tới 22h
- Độ tuổi: Trên 18 tuổi
-Làm tốt có thưởng
-Lương 22kđến 27k
- yêu cầu có kinh nghiệm
- Lương nhận theo tuần hoặc theo tháng
-Lương ngày lễ x2, tết x3
  *Alo:0942872618",1,"Tin đăng tuyển pha chế với yêu cầu cụ thể về số lượng, thời gian làm việc, lương và kinh nghiệm.",1,Tin tuyển dụng quán cafe có địa chỉ cụ thể.
"_𝐓𝐮𝐲𝐞̂̉𝐧 𝐃𝐮̣𝐧𝐠 𝐕𝐢̣ 𝐓𝐫𝐢́: NHÂN VIÊN TƯ VẤN TÀI CHÍNH (𝐊𝐡𝐨̂𝐧𝐠 𝐘𝐞̂𝐮 𝐂𝐚̂̀𝐮 𝐊𝐢𝐧𝐡 𝐍𝐠𝐡𝐢𝐞̣̂𝐦)_
📌 [𝑺𝑯𝑰𝑵𝑯𝑨𝑵 𝑭𝑰𝑵𝑨𝑵𝑪𝑬 - Đ𝑨̀ 𝑵𝑨̆̃𝑵𝑮]📌
💸 𝐓𝐡𝐮 𝐧𝐡𝐚̣̂𝐩: 7,000,000 - 15,000,000 (Cụ thể trao đổi khi phỏng vấn)
☀ 𝐐𝐮𝐲𝐞̂̀𝐧 𝐥𝐨̛̣𝐢:
 👉🏼 Trợ cấp 100% lương thử việc 2 tháng đầu (4,960,000 + Hoa hồng 🌹+ Kpi)
 👉🏼 Được tham gia BHYT, BHXH khi ký HĐLĐ từ tháng thứ 3
 👉🏼 Cơ hội thăng tiến rõ ràng TEAM LEADER
 👉🏼 Được đào tạo bài bản, chuyên nghiệp cho nhân viên mới
 👉🏼 Môi trường trẻ trung, lành mạnh
☀𝐘𝐞̂𝐮 𝐜𝐚̂̀𝐮 :   
- Tốt nghiệp THPT trở lên
- Độ tuổi: 20-35 tuổi (Nam/Nữ)
- Ưu tiên ứng viên đã có kinh nghiệm làm việc tại các công ty BĐS, Tài chính khác, Maketting, Sinh viên kinh tế.....
☀𝐌𝐨̂ 𝐭𝐚̉ 𝐜𝐨̂𝐧𝐠 𝐯𝐢𝐞̣̂𝐜: 
 - Tìm kiếm, tư vấn và chăm sóc khách hàng (Cụ thể sẽ trao đổi khi phỏng vấn)
 - Làm việc tại văn phòng
⏰𝑻𝒉𝒐̛̀𝒊 𝒈𝒊𝒂𝒏:
   8ℎ30 - 18ℎ (𝑇ℎ𝑢̛́ 2 - 𝑇ℎ𝑢̛́ 6)
   8ℎ30 - 12ℎ (𝑇ℎ𝑢̛́ 7)
   𝑁𝑔ℎ𝑖̉ 𝑡𝑟𝑢̛𝑎 12ℎ - 13ℎ30
💌Gửi CV về email: dungdung271099@gmail.com
🤙Hoặc Lh: 0934726838 (Zalo)
🏣 Đ𝐢̣𝐚 đ𝐢𝐞̂̉𝐦 𝐥𝐚̀𝐦 𝐯𝐢𝐞̣̂𝐜: 271 Nguyễn Văn Linh, tầng 2 tòa nhà bưu điện, Vĩnh Trung, Thanh Khê, Đà Nẵng",1,"Tin đăng tuyển dụng nhân viên tư vấn tài chính với mô tả công việc, yêu cầu, điều kiện lương, thời gian làm việc và cách liên hệ.",1,"Tin tuyển dụng có địa chỉ cụ thể, mô tả công việc rõ ràng, mức lương hợp lý. Thuộc nhóm công ty/quán xá."
Hôm nay nhân viên nghỉ đột xuất nên cần 1 bạn phụ bán đồ ăn giúp mình ở chợ đêm sơn trà. Làm từ 17h chiều tới 23h30 tối. Lương 200k. Ưu tiên có kinh nghiệm. Lh: 0814392948,1,Tin đăng tìm người phụ bán đồ ăn ở chợ đêm. Mô tả rõ ràng công việc và điều kiện lương.,1,"Việc bán đồ ăn ở chợ đêm, có địa chỉ cụ thể (chợ đêm sơn trà), lương hợp lý."
"📣 TUYỂN NGƯỜI PHỤ BÁN HÀNG – ĐÀ NẴNG
Cần thêm 1–2 bạn phụ mình hỗ trợ bán hàng tại cửa hàng.
📌 Công việc:
– Hỗ trợ khách hàng – Tư vấn sản phẩm theo hướng dẫn
– Lập đơn hàng, kiểm tra tem mác
– Làm việc đơn giản, có người hướng dẫn
📌 Yêu cầu:
– Nữ 25t–45 tuổi, 
 – Nghiêm túc, chăm chỉ
– Không nhận sinh viên
⏰ Thời gian:
• Ca sáng: 8h – 11h30
• Ca chiều: 13h30 – 17h
💵 Thu nhập:
• 4 triệu / 1 ca
                           • 8 triệu / 2 ca (full time)
👉 Ai quan tâm liên hệ trực tiếp Zalo: 0935 445 387",1,Tin tuyển dụng người phụ bán hàng tại cửa hàng.,1,"Tin tuyển dụng công việc bán hàng tại cửa hàng, có địa chỉ cụ thể (Đà Nẵng), mô tả công việc rõ ràng."
"Cần tuyển giáo viên bộ môn aerobic, mỹ thuật, anh văn nếu bạn quan tâm  thì ib mình làm từ t2-6 làm giờ hành chính Ms Vy 0777901319",1,Tin đăng tìm giáo viên cho các bộ môn cụ thể.,1,"Việc gia đình/cá nhân, có SĐT liên hệ rõ ràng."
"👉VIỆC LÀM ĐIỆN BÀN /HỘI AN /ĐIỆN NGỌC 
Cần 4 nữ phụ bán hàng và quản lý 
     ✨Tuổi:25t trở lên✨( ưu tiên mẹ bỉm sữa , cán bộ ,CN ).
       💎7,5 tr~10tr/ tháng + phụ cấp💎
       ✨  Thời gian :8h~16h30( chủ nhật nghỉ) 
 👉nghiêm túc liên hệ : 09O5.890.791 nhận việc ngay",1,Tin đăng tuyển 4 nữ phụ bán hàng và quản lý với mức lương cụ thể.,0,"Việc nhẹ (bán hàng), lương cao (7.5-10tr) cho việc không yêu cầu kinh nghiệm, thiếu địa chỉ cụ thể của công ty."
Cần 2 chị (25-55 tuổi) bán hàng nghiêm túc  gần Chợ  HÒA KHÁNH (từ 8h - 17h). Gọi 0905518484 (zalo),1,Tin tuyển dụng nhân viên bán hàng,1,"Việc bán hàng tại quán xá gần chợ Hòa Khánh, có số điện thoại liên hệ rõ ràng."
"Tuyển gấp
- 3 nhân viên giao hàng xe máy 
*Công việc: Giao hàng quanh thành phố 
Thời gian làm việc:Sáng 7h30-12h00
Chiều 13h30-17h30.  Chiều chủ Nhật nghĩ. Xăng xe công ty.
Lương 7.5 triệu-9 triệu.
Đóng bảo hiểm xã hội theo quy định. Thưởng lễ và lương tháng 13. 
Yêu cầu: tuổi từ 18-30t, có bằng lái xe 
Làm việc ở : 07 Phạm Xuân Ẩn Hoà Xuân Cẩm lệ Đà Nẵng 
Liên hệ :0973.444.034",1,"Tin tuyển dụng nhân viên giao hàng với mô tả công việc, thời gian làm việc, lương và yêu cầu.",1,Tin tuyển dụng công ty/quán xá có địa chỉ cụ thể. Mức lương hợp lý.
"#Cần gấp 2 Nữ  phụ bán hàng Dịp #CuốiNăm  #HộiAN #ĐiệnBàn-Điện Ngọc 
Độ tuổi :  20 tuổi - 55 tuổi 
Công việc làm lâu dài, làm từ 8h _16h30 về/ 7tr tháng.+ Thuỏng  khi làm Tốt 
LH SĐT  ☎️ 0347.639247   Hoặc zalo  c Hiệp   để nhận việc",1,"Tin đăng tìm người bán hàng với thông tin về công việc, lương và cách liên hệ.",1,"Việc công ty/quán xá bán hàng, có địa chỉ cụ thể (Hội An), lương không quá cao."
"Quán chay Hoa Nghiêm cần tuyển nhân viên thời vụ  T2, T3, T4, T5 tuần sau 
- Ca làm: linh hoạt theo lịch học của các bạn
- Lương: 20 - 25k+ phụ cấp cơm ca
- Công việc: Phục vụ, chạy bàn, phụ bếp, dọn dẹp.
- Ưu tiên: Nữ, kv Ngũ Hành Sơn, là sinh viên năm 1,2. Có kinh nghiệm, nhanh nhẹn.
- Địa chỉ: 20 Bà Huyện Thanh Quan, gần chợ Bắc Mỹ An, đối diện Bách Hoá Xanh 
- Liên hệ zalo để trao đổi ca làm: 0903896877 ( c Anh )",1,"Tin đăng tuyển nhân viên thời vụ với mô tả công việc cụ thể, lương và điều kiện làm việc.",1,"Tin tuyển dụng quán chay, có địa chỉ cụ thể, mô tả công việc rõ ràng."
